Progressivo,Nominativo,Data,Gruppo,Presenza,Votazioni,Percentuale
33980.0,PIERALISI MIRCO,2013-09-13,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2013-09-13,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33987.0,SAZZINI LORENZO,2013-09-13,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2013-09-13,CENTRO DEMOCRATICO,A,0.0,0.0
21843.0,LISEI MARCO,2013-09-13,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-09-13,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-09-13,POPOLO DELLA LIBERTA,A,0.0,0.0
27997.0,CASTALDINI VALENT.,2013-09-13,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2013-09-13,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-09-13,POPOLO DELLA LIBERTA,P,0.0,0.0
32719.0,BERNARDINI MANES,2013-09-13,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2013-09-13,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2013-09-13,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2013-09-13,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2013-09-13,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2013-09-13,GRUPPO MISTO,P,0.0,0.0
33985.0,PIAZZA MARCO,2013-09-13,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2013-09-13,BOLOGNA 2016,P,0.0,0.0
32708.0,TURCI DANIELA,2013-09-13,PARTITO DEMOCRATICO,A,0.0,0.0
0.0,DONDARINI ROLANDO,2013-09-13,PARTITO DEMOCRATICO,P,0.0,0.0
16863.0,MEROLA VIRGINIO,2013-07-15,SINDACO,P,7.0,70.0
9076.0,MAZZANTI CLAUDIO,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
29442.0,CRITELLI FRANCESCO,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
32746.0,LEMBI SIMONA,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
15586.0,MARCHESINI ANGELO,2013-07-15,PARTITO DEMOCRATICO,P,4.0,40.0
9181.0,SANTI RAFFAELLA,2013-07-15,PARTITO DEMOCRATICO,P,7.0,70.0
32704.0,LAMA ROSSELLA,2013-07-15,PARTITO DEMOCRATICO,P,7.0,70.0
27410.0,FERRI MARIARAFFAELLA,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
27481.0,ZACCHIROLI BENEDETTO,2013-07-15,PARTITO DEMOCRATICO,P,7.0,70.0
32794.0,MIGNANI MARIANNA,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
22034.0,GHETTI MAURIZIO,2013-07-15,PARTITO DEMOCRATICO,P,7.0,70.0
33977.0,BENASSI MARZIA,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
33978.0,ERRANI FRANCESCO,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
27197.0,MELEGA CORRADO,2013-07-15,PARTITO DEMOCRATICO,P,8.0,80.0
9097.0,PETRELLA TOMMASO,2013-07-15,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2013-07-15,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33980.0,PIERALISI MIRCO,2013-07-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,70.0
26392.0,CIPRIANI LORENZO,2013-07-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,8.0,80.0
33987.0,SAZZINI LORENZO,2013-07-15,CON AMELIA PER BOLOGNA CON VENDOLA,P,4.0,40.0
32714.0,CAVIANO PASQUALE,2013-07-15,CENTRO DEMOCRATICO,P,8.0,80.0
21843.0,LISEI MARCO,2013-07-15,POPOLO DELLA LIBERTA,P,8.0,80.0
27208.0,TOMASSINI LORENZO,2013-07-15,POPOLO DELLA LIBERTA,P,8.0,80.0
32712.0,FACCI MICHELE,2013-07-15,POPOLO DELLA LIBERTA,P,8.0,80.0
27997.0,CASTALDINI VALENT.,2013-07-15,POPOLO DELLA LIBERTA,A,0.0,0.0
8904.0,CARELLA DANIELE,2013-07-15,POPOLO DELLA LIBERTA,P,8.0,80.0
20144.0,GATTUSO PATRIZIO G.,2013-07-15,POPOLO DELLA LIBERTA,P,6.0,60.0
32719.0,BERNARDINI MANES,2013-07-15,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2013-07-15,LEGA NORD,P,7.0,70.0
33982.0,SCARANO PAOLA F.,2013-07-15,LEGA NORD,A,0.0,0.0
33983.0,BORGONZONI LUCIA,2013-07-15,LEGA NORD,P,7.0,70.0
33984.0,BUGANI MASSIMO,2013-07-15,MOVIMENTO 5 STELLE,P,7.0,70.0
32861.0,SALSI FEDERICA,2013-07-15,GRUPPO MISTO,P,6.0,60.0
33985.0,PIAZZA MARCO,2013-07-15,MOVIMENTO 5 STELLE,P,7.0,70.0
33986.0,ALDROVANDI STEFANO,2013-07-15,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-07-15,PARTITO DEMOCRATICO,P,4.0,40.0
0.0,DONDARINI ROLANDO,2013-07-15,PARTITO DEMOCRATICO,P,7.0,70.0
16863.0,MEROLA VIRGINIO,2013-09-16,SINDACO,P,8.0,39.0
9076.0,MAZZANTI CLAUDIO,2013-09-16,PARTITO DEMOCRATICO,P,16.0,78.0
29442.0,CRITELLI FRANCESCO,2013-09-16,PARTITO DEMOCRATICO,P,16.0,78.0
32746.0,LEMBI SIMONA,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-09-16,PARTITO DEMOCRATICO,A,0.0,0.0
15586.0,MARCHESINI ANGELO,2013-09-16,PARTITO DEMOCRATICO,P,12.0,58.0
9181.0,SANTI RAFFAELLA,2013-09-16,PARTITO DEMOCRATICO,A,0.0,0.0
32704.0,LAMA ROSSELLA,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
27410.0,FERRI MARIARAFFAELLA,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
27481.0,ZACCHIROLI BENEDETTO,2013-09-16,PARTITO DEMOCRATICO,P,16.0,78.0
32794.0,MIGNANI MARIANNA,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
22034.0,GHETTI MAURIZIO,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
33977.0,BENASSI MARZIA,2013-09-16,PARTITO DEMOCRATICO,P,16.0,78.0
33978.0,ERRANI FRANCESCO,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
27197.0,MELEGA CORRADO,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
9097.0,PETRELLA TOMMASO,2013-09-16,PARTITO DEMOCRATICO,P,15.0,73.0
33979.0,LA TORRE CATHY,2013-09-16,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33980.0,PIERALISI MIRCO,2013-09-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,15.0,73.0
26392.0,CIPRIANI LORENZO,2013-09-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,13.0,63.0
33987.0,SAZZINI LORENZO,2013-09-16,CON AMELIA PER BOLOGNA CON VENDOLA,P,11.0,53.0
32714.0,CAVIANO PASQUALE,2013-09-16,CENTRO DEMOCRATICO,P,16.0,78.0
21843.0,LISEI MARCO,2013-09-16,POPOLO DELLA LIBERTA,P,15.0,73.0
27208.0,TOMASSINI LORENZO,2013-09-16,POPOLO DELLA LIBERTA,P,16.0,78.0
32712.0,FACCI MICHELE,2013-09-16,POPOLO DELLA LIBERTA,P,16.0,78.0
27997.0,CASTALDINI VALENT.,2013-09-16,POPOLO DELLA LIBERTA,P,13.0,63.0
8904.0,CARELLA DANIELE,2013-09-16,POPOLO DELLA LIBERTA,P,16.0,78.0
20144.0,GATTUSO PATRIZIO G.,2013-09-16,POPOLO DELLA LIBERTA,P,15.0,73.0
32719.0,BERNARDINI MANES,2013-09-16,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2013-09-16,LEGA NORD,P,16.0,78.0
33982.0,SCARANO PAOLA F.,2013-09-16,LEGA NORD,P,15.0,73.0
33983.0,BORGONZONI LUCIA,2013-09-16,LEGA NORD,P,14.0,68.0
33984.0,BUGANI MASSIMO,2013-09-16,MOVIMENTO 5 STELLE,P,15.0,73.0
32861.0,SALSI FEDERICA,2013-09-16,GRUPPO MISTO,P,14.0,68.0
33985.0,PIAZZA MARCO,2013-09-16,MOVIMENTO 5 STELLE,P,16.0,78.0
33986.0,ALDROVANDI STEFANO,2013-09-16,BOLOGNA 2016,P,3.0,14.0
32708.0,TURCI DANIELA,2013-09-16,PARTITO DEMOCRATICO,A,0.0,0.0
0.0,DONDARINI ROLANDO,2013-09-16,PARTITO DEMOCRATICO,P,16.0,78.0
16863.0,MEROLA VIRGINIO,2013-07-19,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
29442.0,CRITELLI FRANCESCO,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
32704.0,LAMA ROSSELLA,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
27410.0,FERRI MARIARAFFAELLA,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
32794.0,MIGNANI MARIANNA,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
33977.0,BENASSI MARZIA,2013-07-19,PARTITO DEMOCRATICO,A,0.0,0.0
33978.0,ERRANI FRANCESCO,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
27197.0,MELEGA CORRADO,2013-07-19,PARTITO DEMOCRATICO,P,1.0,49.0
9097.0,PETRELLA TOMMASO,2013-07-19,PARTITO DEMOCRATICO,A,0.0,0.0
33979.0,LA TORRE CATHY,2013-07-19,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33980.0,PIERALISI MIRCO,2013-07-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2013-07-19,CON AMELIA PER BOLOGNA CON VENDOLA,A,0.0,0.0
33987.0,SAZZINI LORENZO,2013-07-19,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2013-07-19,CENTRO DEMOCRATICO,P,0.0,0.0
21843.0,LISEI MARCO,2013-07-19,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-07-19,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-07-19,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-07-19,POPOLO DELLA LIBERTA,A,0.0,0.0
8904.0,CARELLA DANIELE,2013-07-19,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-07-19,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-07-19,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2013-07-19,LEGA NORD,P,1.0,49.0
33982.0,SCARANO PAOLA F.,2013-07-19,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2013-07-19,LEGA NORD,P,0.0,0.0
33984.0,BUGANI MASSIMO,2013-07-19,MOVIMENTO 5 STELLE,P,1.0,49.0
32861.0,SALSI FEDERICA,2013-07-19,GRUPPO MISTO,P,0.0,0.0
33985.0,PIAZZA MARCO,2013-07-19,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2013-07-19,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-07-19,PARTITO DEMOCRATICO,A,0.0,0.0
0.0,DONDARINI ROLANDO,2013-07-19,PARTITO DEMOCRATICO,P,0.0,0.0
16863.0,MEROLA VIRGINIO,2013-09-20,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
29442.0,CRITELLI FRANCESCO,2013-09-20,PARTITO DEMOCRATICO,P,0.0,0.0
32746.0,LEMBI SIMONA,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-09-20,PARTITO DEMOCRATICO,A,0.0,0.0
15586.0,MARCHESINI ANGELO,2013-09-20,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-09-20,PARTITO DEMOCRATICO,A,0.0,0.0
32704.0,LAMA ROSSELLA,2013-09-20,PARTITO DEMOCRATICO,P,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-09-20,PARTITO DEMOCRATICO,P,0.0,0.0
27481.0,ZACCHIROLI BENEDETTO,2013-09-20,PARTITO DEMOCRATICO,A,0.0,0.0
32794.0,MIGNANI MARIANNA,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
33977.0,BENASSI MARZIA,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2013-09-20,PARTITO DEMOCRATICO,A,0.0,0.0
9097.0,PETRELLA TOMMASO,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2013-09-20,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2013-09-20,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2013-09-20,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33987.0,SAZZINI LORENZO,2013-09-20,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
32714.0,CAVIANO PASQUALE,2013-09-20,CENTRO DEMOCRATICO,P,1.0,49.0
21843.0,LISEI MARCO,2013-09-20,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-09-20,POPOLO DELLA LIBERTA,P,1.0,49.0
32712.0,FACCI MICHELE,2013-09-20,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-09-20,POPOLO DELLA LIBERTA,P,0.0,0.0
8904.0,CARELLA DANIELE,2013-09-20,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-09-20,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-09-20,LEGA NORD,P,1.0,49.0
33981.0,COCCONCELLI MIRKA,2013-09-20,LEGA NORD,A,0.0,0.0
33982.0,SCARANO PAOLA F.,2013-09-20,LEGA NORD,A,0.0,0.0
33983.0,BORGONZONI LUCIA,2013-09-20,LEGA NORD,A,0.0,0.0
33984.0,BUGANI MASSIMO,2013-09-20,MOVIMENTO 5 STELLE,A,0.0,0.0
32861.0,SALSI FEDERICA,2013-09-20,GRUPPO MISTO,P,0.0,0.0
33985.0,PIAZZA MARCO,2013-09-20,MOVIMENTO 5 STELLE,P,1.0,49.0
33986.0,ALDROVANDI STEFANO,2013-09-20,BOLOGNA 2016,P,0.0,0.0
32708.0,TURCI DANIELA,2013-09-20,PARTITO DEMOCRATICO,P,0.0,0.0
0.0,DONDARINI ROLANDO,2013-09-20,PARTITO DEMOCRATICO,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2013-07-22,SINDACO,P,2.0,23.0
9076.0,MAZZANTI CLAUDIO,2013-07-22,PARTITO DEMOCRATICO,P,6.0,69.0
29442.0,CRITELLI FRANCESCO,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
32746.0,LEMBI SIMONA,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-07-22,PARTITO DEMOCRATICO,P,6.0,69.0
15586.0,MARCHESINI ANGELO,2013-07-22,PARTITO DEMOCRATICO,P,3.0,34.0
9181.0,SANTI RAFFAELLA,2013-07-22,PARTITO DEMOCRATICO,P,2.0,23.0
32704.0,LAMA ROSSELLA,2013-07-22,PARTITO DEMOCRATICO,A,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
27481.0,ZACCHIROLI BENEDETTO,2013-07-22,PARTITO DEMOCRATICO,P,6.0,69.0
32794.0,MIGNANI MARIANNA,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
22034.0,GHETTI MAURIZIO,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
33977.0,BENASSI MARZIA,2013-07-22,PARTITO DEMOCRATICO,A,0.0,0.0
33978.0,ERRANI FRANCESCO,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
27197.0,MELEGA CORRADO,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
9097.0,PETRELLA TOMMASO,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
33979.0,LA TORRE CATHY,2013-07-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,80.0
33980.0,PIERALISI MIRCO,2013-07-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,5.0,57.0
26392.0,CIPRIANI LORENZO,2013-07-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,7.0,80.0
33987.0,SAZZINI LORENZO,2013-07-22,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,11.0
32714.0,CAVIANO PASQUALE,2013-07-22,CENTRO DEMOCRATICO,P,7.0,80.0
21843.0,LISEI MARCO,2013-07-22,POPOLO DELLA LIBERTA,P,7.0,80.0
27208.0,TOMASSINI LORENZO,2013-07-22,POPOLO DELLA LIBERTA,P,7.0,80.0
32712.0,FACCI MICHELE,2013-07-22,POPOLO DELLA LIBERTA,P,5.0,57.0
27997.0,CASTALDINI VALENT.,2013-07-22,POPOLO DELLA LIBERTA,P,7.0,80.0
8904.0,CARELLA DANIELE,2013-07-22,POPOLO DELLA LIBERTA,P,7.0,80.0
20144.0,GATTUSO PATRIZIO G.,2013-07-22,POPOLO DELLA LIBERTA,P,4.0,46.0
32719.0,BERNARDINI MANES,2013-07-22,LEGA NORD,P,6.0,69.0
33981.0,COCCONCELLI MIRKA,2013-07-22,LEGA NORD,P,6.0,69.0
33982.0,SCARANO PAOLA F.,2013-07-22,LEGA NORD,P,6.0,69.0
33983.0,BORGONZONI LUCIA,2013-07-22,LEGA NORD,P,6.0,69.0
33984.0,BUGANI MASSIMO,2013-07-22,MOVIMENTO 5 STELLE,P,6.0,69.0
32861.0,SALSI FEDERICA,2013-07-22,GRUPPO MISTO,P,6.0,69.0
33985.0,PIAZZA MARCO,2013-07-22,MOVIMENTO 5 STELLE,P,6.0,69.0
33986.0,ALDROVANDI STEFANO,2013-07-22,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-07-22,PARTITO DEMOCRATICO,P,3.0,34.0
0.0,DONDARINI ROLANDO,2013-07-22,PARTITO DEMOCRATICO,P,7.0,80.0
16863.0,MEROLA VIRGINIO,2013-09-23,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-09-23,PARTITO DEMOCRATICO,P,12.0,80.0
29442.0,CRITELLI FRANCESCO,2013-09-23,PARTITO DEMOCRATICO,P,12.0,80.0
32746.0,LEMBI SIMONA,2013-09-23,PARTITO DEMOCRATICO,P,10.0,66.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-09-23,PARTITO DEMOCRATICO,A,0.0,0.0
15586.0,MARCHESINI ANGELO,2013-09-23,PARTITO DEMOCRATICO,P,5.0,33.0
9181.0,SANTI RAFFAELLA,2013-09-23,PARTITO DEMOCRATICO,A,0.0,0.0
32704.0,LAMA ROSSELLA,2013-09-23,PARTITO DEMOCRATICO,P,12.0,80.0
27410.0,FERRI MARIARAFFAELLA,2013-09-23,PARTITO DEMOCRATICO,P,11.0,73.0
27481.0,ZACCHIROLI BENEDETTO,2013-09-23,PARTITO DEMOCRATICO,P,5.0,33.0
32794.0,MIGNANI MARIANNA,2013-09-23,PARTITO DEMOCRATICO,P,11.0,73.0
22034.0,GHETTI MAURIZIO,2013-09-23,PARTITO DEMOCRATICO,P,11.0,73.0
33977.0,BENASSI MARZIA,2013-09-23,PARTITO DEMOCRATICO,P,11.0,73.0
33978.0,ERRANI FRANCESCO,2013-09-23,PARTITO DEMOCRATICO,P,12.0,80.0
27197.0,MELEGA CORRADO,2013-09-23,PARTITO DEMOCRATICO,P,9.0,60.0
9097.0,PETRELLA TOMMASO,2013-09-23,PARTITO DEMOCRATICO,P,10.0,66.0
33979.0,LA TORRE CATHY,2013-09-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,4.0,26.0
33980.0,PIERALISI MIRCO,2013-09-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,11.0,73.0
26392.0,CIPRIANI LORENZO,2013-09-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,6.0,40.0
33987.0,SAZZINI LORENZO,2013-09-23,CON AMELIA PER BOLOGNA CON VENDOLA,P,6.0,40.0
32714.0,CAVIANO PASQUALE,2013-09-23,CENTRO DEMOCRATICO,P,11.0,73.0
21843.0,LISEI MARCO,2013-09-23,POPOLO DELLA LIBERTA,P,9.0,60.0
27208.0,TOMASSINI LORENZO,2013-09-23,POPOLO DELLA LIBERTA,P,12.0,80.0
32712.0,FACCI MICHELE,2013-09-23,POPOLO DELLA LIBERTA,P,10.0,66.0
27997.0,CASTALDINI VALENT.,2013-09-23,POPOLO DELLA LIBERTA,P,9.0,60.0
8904.0,CARELLA DANIELE,2013-09-23,POPOLO DELLA LIBERTA,P,12.0,80.0
20144.0,GATTUSO PATRIZIO G.,2013-09-23,POPOLO DELLA LIBERTA,P,8.0,53.0
32719.0,BERNARDINI MANES,2013-09-23,LEGA NORD,P,5.0,33.0
33981.0,COCCONCELLI MIRKA,2013-09-23,LEGA NORD,P,11.0,73.0
33982.0,SCARANO PAOLA F.,2013-09-23,LEGA NORD,P,11.0,73.0
33983.0,BORGONZONI LUCIA,2013-09-23,LEGA NORD,P,9.0,60.0
33984.0,BUGANI MASSIMO,2013-09-23,MOVIMENTO 5 STELLE,P,11.0,73.0
32861.0,SALSI FEDERICA,2013-09-23,GRUPPO MISTO,P,8.0,53.0
33985.0,PIAZZA MARCO,2013-09-23,MOVIMENTO 5 STELLE,P,11.0,73.0
33986.0,ALDROVANDI STEFANO,2013-09-23,BOLOGNA 2016,P,12.0,80.0
32708.0,TURCI DANIELA,2013-09-23,PARTITO DEMOCRATICO,P,6.0,40.0
0.0,DONDARINI ROLANDO,2013-09-23,PARTITO DEMOCRATICO,P,12.0,80.0
16863.0,MEROLA VIRGINIO,2013-07-26,SINDACO,A,0.0,0.0
9076.0,MAZZANTI CLAUDIO,2013-07-26,PARTITO DEMOCRATICO,P,0.0,0.0
29442.0,CRITELLI FRANCESCO,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
32746.0,LEMBI SIMONA,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
27189.0,BARCELO LIZANA LEONARDO L.,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
15586.0,MARCHESINI ANGELO,2013-07-26,PARTITO DEMOCRATICO,P,0.0,0.0
9181.0,SANTI RAFFAELLA,2013-07-26,PARTITO DEMOCRATICO,P,0.0,0.0
32704.0,LAMA ROSSELLA,2013-07-26,PARTITO DEMOCRATICO,A,0.0,0.0
27410.0,FERRI MARIARAFFAELLA,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
27481.0,ZACCHIROLI BENEDETTO,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
32794.0,MIGNANI MARIANNA,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
22034.0,GHETTI MAURIZIO,2013-07-26,PARTITO DEMOCRATICO,P,0.0,0.0
33977.0,BENASSI MARZIA,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
33978.0,ERRANI FRANCESCO,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
27197.0,MELEGA CORRADO,2013-07-26,PARTITO DEMOCRATICO,P,0.0,0.0
9097.0,PETRELLA TOMMASO,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
33979.0,LA TORRE CATHY,2013-07-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
33980.0,PIERALISI MIRCO,2013-07-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
26392.0,CIPRIANI LORENZO,2013-07-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,1.0,49.0
33987.0,SAZZINI LORENZO,2013-07-26,CON AMELIA PER BOLOGNA CON VENDOLA,P,0.0,0.0
32714.0,CAVIANO PASQUALE,2013-07-26,CENTRO DEMOCRATICO,A,0.0,0.0
21843.0,LISEI MARCO,2013-07-26,POPOLO DELLA LIBERTA,P,0.0,0.0
27208.0,TOMASSINI LORENZO,2013-07-26,POPOLO DELLA LIBERTA,P,0.0,0.0
32712.0,FACCI MICHELE,2013-07-26,POPOLO DELLA LIBERTA,P,1.0,49.0
27997.0,CASTALDINI VALENT.,2013-07-26,POPOLO DELLA LIBERTA,P,1.0,49.0
8904.0,CARELLA DANIELE,2013-07-26,POPOLO DELLA LIBERTA,P,1.0,49.0
20144.0,GATTUSO PATRIZIO G.,2013-07-26,POPOLO DELLA LIBERTA,P,1.0,49.0
32719.0,BERNARDINI MANES,2013-07-26,LEGA NORD,A,0.0,0.0
33981.0,COCCONCELLI MIRKA,2013-07-26,LEGA NORD,P,0.0,0.0
33982.0,SCARANO PAOLA F.,2013-07-26,LEGA NORD,P,1.0,49.0
33983.0,BORGONZONI LUCIA,2013-07-26,LEGA NORD,P,1.0,49.0
33984.0,BUGANI MASSIMO,2013-07-26,MOVIMENTO 5 STELLE,P,0.0,0.0
32861.0,SALSI FEDERICA,2013-07-26,GRUPPO MISTO,P,1.0,49.0
33985.0,PIAZZA MARCO,2013-07-26,MOVIMENTO 5 STELLE,P,0.0,0.0
33986.0,ALDROVANDI STEFANO,2013-07-26,BOLOGNA 2016,A,0.0,0.0
32708.0,TURCI DANIELA,2013-07-26,PARTITO DEMOCRATICO,A,0.0,0.0
0.0,DONDARINI ROLANDO,2013-07-26,PARTITO DEMOCRATICO,P,1.0,49.0
16863.0,MEROLA VIRGINIO,2013-09-27,SINDACO,A,0.0,0.0
