Progressivo,Nominativo,Data,Gruppo Politico,Presenza,Num.Votazioni
33980,PIERALISI MIRCO,2012-04-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11
26392,CIPRIANI LORENZO,2012-04-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33987,SAZZINI LORENZO,2012-04-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
32714,CAVIANO PASQUALE,2012-04-16T00:00:00Z,ITALIA DEI VALORI,P,12
21843,LISEI MARCO,2012-04-16T00:00:00Z,POPOLO DELLA LIBERTA,P,6
27208,TOMASSINI LORENZO,2012-04-16T00:00:00Z,POPOLO DELLA LIBERTA,P,12
32712,FACCI MICHELE,2012-04-16T00:00:00Z,POPOLO DELLA LIBERTA,P,12
27997,CASTALDINI VALENT.,2012-04-16T00:00:00Z,POPOLO DELLA LIBERTA,P,6
8904,CARELLA DANIELE,2012-04-16T00:00:00Z,POPOLO DELLA LIBERTA,P,12
20144,GATTUSO PATRIZIO G.,2012-04-16T00:00:00Z,POPOLO DELLA LIBERTA,P,11
32719,BERNARDINI MANES,2012-04-16T00:00:00Z,LEGA NORD,P,11
33981,COCCONCELLI MIRKA,2012-04-16T00:00:00Z,LEGA NORD,P,12
33982,SCARANO PAOLA F.,2012-04-16T00:00:00Z,LEGA NORD,P,11
33983,BORGONZONI LUCIA,2012-04-16T00:00:00Z,LEGA NORD,A,0
33984,BUGANI MASSIMO,2012-04-16T00:00:00Z,MOVIMENTO 5 STELLE,P,12
32861,SALSI FEDERICA,2012-04-16T00:00:00Z,MOVIMENTO 5 STELLE,P,12
33985,PIAZZA MARCO,2012-04-16T00:00:00Z,MOVIMENTO 5 STELLE,P,12
33986,ALDROVANDI STEFANO,2012-04-16T00:00:00Z,BOLOGNA 2016,P,11
32708,TURCI DANIELA,2012-04-16T00:00:00Z,PARTITO DEMOCRATICO,A,0
16863,MEROLA VIRGINIO,2012-05-18T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
29442,CRITELLI FRANCESCO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,0
32746,LEMBI SIMONA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
32704,LAMA ROSSELLA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,0
27410,FERRI MARIARAFFAELLA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
27481,ZACCHIROLI BENEDETTO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
27197,MELEGA CORRADO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
9097,PETRELLA TOMMASO,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2012-05-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2012-05-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2012-05-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2012-05-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
32714,CAVIANO PASQUALE,2012-05-18T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2012-05-18T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27208,TOMASSINI LORENZO,2012-05-18T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2012-05-18T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2012-05-18T00:00:00Z,POPOLO DELLA LIBERTA,P,0
8904,CARELLA DANIELE,2012-05-18T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2012-05-18T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-05-18T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2012-05-18T00:00:00Z,LEGA NORD,A,0
33982,SCARANO PAOLA F.,2012-05-18T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2012-05-18T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2012-05-18T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2012-05-18T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2012-05-18T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2012-05-18T00:00:00Z,BOLOGNA 2016,A,0
32708,TURCI DANIELA,2012-05-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
16863,MEROLA VIRGINIO,2012-06-18T00:00:00Z,SINDACO,P,0
9116,CEVENINI MAURIZIO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,16
29442,CRITELLI FRANCESCO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,21
32746,LEMBI SIMONA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,23
27189,BARCELO LIZANA LEONARDO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,23
15586,MARCHESINI ANGELO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,15
18313,LO GIUDICE SERGIO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
9181,SANTI RAFFAELLA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,A,0
32704,LAMA ROSSELLA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,10
27410,FERRI MARIARAFFAELLA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,23
27481,ZACCHIROLI BENEDETTO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,13
32794,MIGNANI MARIANNA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
22034,GHETTI MAURIZIO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,23
33977,BENASSI MARZIA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
33978,ERRANI FRANCESCO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
27197,MELEGA CORRADO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
9097,PETRELLA TOMMASO,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
33979,LA TORRE CATHY,2012-06-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15
33980,PIERALISI MIRCO,2012-06-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,24
26392,CIPRIANI LORENZO,2012-06-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,22
33987,SAZZINI LORENZO,2012-06-18T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,22
32714,CAVIANO PASQUALE,2012-06-18T00:00:00Z,ITALIA DEI VALORI,P,23
21843,LISEI MARCO,2012-06-18T00:00:00Z,POPOLO DELLA LIBERTA,P,24
27208,TOMASSINI LORENZO,2012-06-18T00:00:00Z,POPOLO DELLA LIBERTA,P,23
32712,FACCI MICHELE,2012-06-18T00:00:00Z,POPOLO DELLA LIBERTA,P,24
27997,CASTALDINI VALENT.,2012-06-18T00:00:00Z,POPOLO DELLA LIBERTA,P,24
8904,CARELLA DANIELE,2012-06-18T00:00:00Z,POPOLO DELLA LIBERTA,P,23
20144,GATTUSO PATRIZIO G.,2012-06-18T00:00:00Z,POPOLO DELLA LIBERTA,P,12
32719,BERNARDINI MANES,2012-06-18T00:00:00Z,LEGA NORD,P,23
33981,COCCONCELLI MIRKA,2012-06-18T00:00:00Z,LEGA NORD,P,23
33982,SCARANO PAOLA F.,2012-06-18T00:00:00Z,LEGA NORD,P,23
33983,BORGONZONI LUCIA,2012-06-18T00:00:00Z,LEGA NORD,P,22
33984,BUGANI MASSIMO,2012-06-18T00:00:00Z,MOVIMENTO 5 STELLE,P,24
32861,SALSI FEDERICA,2012-06-18T00:00:00Z,MOVIMENTO 5 STELLE,P,23
33985,PIAZZA MARCO,2012-06-18T00:00:00Z,MOVIMENTO 5 STELLE,A,0
33986,ALDROVANDI STEFANO,2012-06-18T00:00:00Z,BOLOGNA 2016,P,10
32708,TURCI DANIELA,2012-06-18T00:00:00Z,PARTITO DEMOCRATICO,P,24
16863,MEROLA VIRGINIO,2012-05-21T00:00:00Z,SINDACO,P,0
9116,CEVENINI MAURIZIO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,9
29442,CRITELLI FRANCESCO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,17
32746,LEMBI SIMONA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,17
27189,BARCELO LIZANA LEONARDO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,15
15586,MARCHESINI ANGELO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,15
18313,LO GIUDICE SERGIO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,11
9181,SANTI RAFFAELLA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,15
32704,LAMA ROSSELLA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,17
27410,FERRI MARIARAFFAELLA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,16
27481,ZACCHIROLI BENEDETTO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,13
32794,MIGNANI MARIANNA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,17
22034,GHETTI MAURIZIO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,16
33977,BENASSI MARZIA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,17
33978,ERRANI FRANCESCO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,16
27197,MELEGA CORRADO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,17
9097,PETRELLA TOMMASO,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,9
33979,LA TORRE CATHY,2012-05-21T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
33980,PIERALISI MIRCO,2012-05-21T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15
26392,CIPRIANI LORENZO,2012-05-21T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
33987,SAZZINI LORENZO,2012-05-21T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,16
32714,CAVIANO PASQUALE,2012-05-21T00:00:00Z,ITALIA DEI VALORI,P,16
21843,LISEI MARCO,2012-05-21T00:00:00Z,POPOLO DELLA LIBERTA,P,15
27208,TOMASSINI LORENZO,2012-05-21T00:00:00Z,POPOLO DELLA LIBERTA,P,17
32712,FACCI MICHELE,2012-05-21T00:00:00Z,POPOLO DELLA LIBERTA,P,15
27997,CASTALDINI VALENT.,2012-05-21T00:00:00Z,POPOLO DELLA LIBERTA,P,17
8904,CARELLA DANIELE,2012-05-21T00:00:00Z,POPOLO DELLA LIBERTA,P,17
20144,GATTUSO PATRIZIO G.,2012-05-21T00:00:00Z,POPOLO DELLA LIBERTA,P,8
32719,BERNARDINI MANES,2012-05-21T00:00:00Z,LEGA NORD,P,17
33981,COCCONCELLI MIRKA,2012-05-21T00:00:00Z,LEGA NORD,P,17
33982,SCARANO PAOLA F.,2012-05-21T00:00:00Z,LEGA NORD,P,17
33983,BORGONZONI LUCIA,2012-05-21T00:00:00Z,LEGA NORD,P,17
33984,BUGANI MASSIMO,2012-05-21T00:00:00Z,MOVIMENTO 5 STELLE,P,16
32861,SALSI FEDERICA,2012-05-21T00:00:00Z,MOVIMENTO 5 STELLE,P,16
33985,PIAZZA MARCO,2012-05-21T00:00:00Z,MOVIMENTO 5 STELLE,P,17
33986,ALDROVANDI STEFANO,2012-05-21T00:00:00Z,BOLOGNA 2016,P,9
32708,TURCI DANIELA,2012-05-21T00:00:00Z,PARTITO DEMOCRATICO,P,14
16863,MEROLA VIRGINIO,2012-06-22T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,0
15586,MARCHESINI ANGELO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
18313,LO GIUDICE SERGIO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
9181,SANTI RAFFAELLA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,0
32704,LAMA ROSSELLA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
27481,ZACCHIROLI BENEDETTO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,0
32794,MIGNANI MARIANNA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,0
33978,ERRANI FRANCESCO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
27197,MELEGA CORRADO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,0
9097,PETRELLA TOMMASO,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2012-06-22T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2012-06-22T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2012-06-22T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2012-06-22T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
32714,CAVIANO PASQUALE,2012-06-22T00:00:00Z,ITALIA DEI VALORI,A,0
21843,LISEI MARCO,2012-06-22T00:00:00Z,POPOLO DELLA LIBERTA,A,0
27208,TOMASSINI LORENZO,2012-06-22T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2012-06-22T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2012-06-22T00:00:00Z,POPOLO DELLA LIBERTA,P,1
8904,CARELLA DANIELE,2012-06-22T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2012-06-22T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-06-22T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2012-06-22T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2012-06-22T00:00:00Z,LEGA NORD,A,0
33983,BORGONZONI LUCIA,2012-06-22T00:00:00Z,LEGA NORD,A,0
33984,BUGANI MASSIMO,2012-06-22T00:00:00Z,MOVIMENTO 5 STELLE,P,1
32861,SALSI FEDERICA,2012-06-22T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33985,PIAZZA MARCO,2012-06-22T00:00:00Z,MOVIMENTO 5 STELLE,A,0
33986,ALDROVANDI STEFANO,2012-06-22T00:00:00Z,BOLOGNA 2016,A,0
32708,TURCI DANIELA,2012-06-22T00:00:00Z,PARTITO DEMOCRATICO,P,1
16863,MEROLA VIRGINIO,2012-04-23T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
9076,MAZZANTI CLAUDIO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,10
29442,CRITELLI FRANCESCO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,13
32746,LEMBI SIMONA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,9
27189,BARCELO LIZANA LEONARDO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,12
15586,MARCHESINI ANGELO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,10
18313,LO GIUDICE SERGIO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
9181,SANTI RAFFAELLA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,8
32704,LAMA ROSSELLA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,9
27410,FERRI MARIARAFFAELLA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
27481,ZACCHIROLI BENEDETTO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,13
32794,MIGNANI MARIANNA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
22034,GHETTI MAURIZIO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
33977,BENASSI MARZIA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
33978,ERRANI FRANCESCO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,13
27197,MELEGA CORRADO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,11
9097,PETRELLA TOMMASO,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,P,14
33979,LA TORRE CATHY,2012-04-23T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33980,PIERALISI MIRCO,2012-04-23T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,13
26392,CIPRIANI LORENZO,2012-04-23T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,13
33987,SAZZINI LORENZO,2012-04-23T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11
32714,CAVIANO PASQUALE,2012-04-23T00:00:00Z,ITALIA DEI VALORI,P,14
21843,LISEI MARCO,2012-04-23T00:00:00Z,POPOLO DELLA LIBERTA,P,13
27208,TOMASSINI LORENZO,2012-04-23T00:00:00Z,POPOLO DELLA LIBERTA,P,14
32712,FACCI MICHELE,2012-04-23T00:00:00Z,POPOLO DELLA LIBERTA,P,14
27997,CASTALDINI VALENT.,2012-04-23T00:00:00Z,POPOLO DELLA LIBERTA,P,8
8904,CARELLA DANIELE,2012-04-23T00:00:00Z,POPOLO DELLA LIBERTA,P,14
20144,GATTUSO PATRIZIO G.,2012-04-23T00:00:00Z,POPOLO DELLA LIBERTA,P,13
32719,BERNARDINI MANES,2012-04-23T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2012-04-23T00:00:00Z,LEGA NORD,P,14
33982,SCARANO PAOLA F.,2012-04-23T00:00:00Z,LEGA NORD,P,14
33983,BORGONZONI LUCIA,2012-04-23T00:00:00Z,LEGA NORD,P,14
33984,BUGANI MASSIMO,2012-04-23T00:00:00Z,MOVIMENTO 5 STELLE,P,14
32861,SALSI FEDERICA,2012-04-23T00:00:00Z,MOVIMENTO 5 STELLE,P,14
33985,PIAZZA MARCO,2012-04-23T00:00:00Z,MOVIMENTO 5 STELLE,P,14
33986,ALDROVANDI STEFANO,2012-04-23T00:00:00Z,BOLOGNA 2016,A,0
32708,TURCI DANIELA,2012-04-23T00:00:00Z,PARTITO DEMOCRATICO,A,0
16863,MEROLA VIRGINIO,2012-05-25T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,A,0
9181,SANTI RAFFAELLA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,0
32704,LAMA ROSSELLA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,A,0
27481,ZACCHIROLI BENEDETTO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,0
33977,BENASSI MARZIA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
33978,ERRANI FRANCESCO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,0
27197,MELEGA CORRADO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,0
9097,PETRELLA TOMMASO,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,A,0
33979,LA TORRE CATHY,2012-05-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2012-05-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2012-05-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33987,SAZZINI LORENZO,2012-05-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2012-05-25T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2012-05-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27208,TOMASSINI LORENZO,2012-05-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2012-05-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2012-05-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1
8904,CARELLA DANIELE,2012-05-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2012-05-25T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2012-05-25T00:00:00Z,LEGA NORD,P,0
33981,COCCONCELLI MIRKA,2012-05-25T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2012-05-25T00:00:00Z,LEGA NORD,P,0
33983,BORGONZONI LUCIA,2012-05-25T00:00:00Z,LEGA NORD,A,0
33984,BUGANI MASSIMO,2012-05-25T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2012-05-25T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2012-05-25T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2012-05-25T00:00:00Z,BOLOGNA 2016,P,1
32708,TURCI DANIELA,2012-05-25T00:00:00Z,PARTITO DEMOCRATICO,P,1
16863,MEROLA VIRGINIO,2012-06-25T00:00:00Z,SINDACO,P,0
9116,CEVENINI MAURIZIO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,A,0
9076,MAZZANTI CLAUDIO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,11
29442,CRITELLI FRANCESCO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,11
32746,LEMBI SIMONA,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,12
27189,BARCELO LIZANA LEONARDO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,11
15586,MARCHESINI ANGELO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,8
18313,LO GIUDICE SERGIO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,12
9181,SANTI RAFFAELLA,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,10
32704,LAMA ROSSELLA,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,11
27410,FERRI MARIARAFFAELLA,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,11
27481,ZACCHIROLI BENEDETTO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,9
32794,MIGNANI MARIANNA,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,12
22034,GHETTI MAURIZIO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,12
33977,BENASSI MARZIA,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,12
33978,ERRANI FRANCESCO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,12
27197,MELEGA CORRADO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,A,0
9097,PETRELLA TOMMASO,2012-06-25T00:00:00Z,PARTITO DEMOCRATICO,P,11
33979,LA TORRE CATHY,2012-06-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,7
33980,PIERALISI MIRCO,2012-06-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11
26392,CIPRIANI LORENZO,2012-06-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11
33987,SAZZINI LORENZO,2012-06-25T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,10
32714,CAVIANO PASQUALE,2012-06-25T00:00:00Z,ITALIA DEI VALORI,P,11
21843,LISEI MARCO,2012-06-25T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27208,TOMASSINI LORENZO,2012-06-25T00:00:00Z,POPOLO DELLA LIBERTA,P,7
32712,FACCI MICHELE,2012-06-25T00:00:00Z,POPOLO DELLA LIBERTA,P,11
27997,CASTALDINI VALENT.,2012-06-25T00:00:00Z,POPOLO DELLA LIBERTA,P,7
8904,CARELLA DANIELE,2012-06-25T00:00:00Z,POPOLO DELLA LIBERTA,P,12
20144,GATTUSO PATRIZIO G.,2012-06-25T00:00:00Z,POPOLO DELLA LIBERTA,P,9
32719,BERNARDINI MANES,2012-06-25T00:00:00Z,LEGA NORD,P,11
33981,COCCONCELLI MIRKA,2012-06-25T00:00:00Z,LEGA NORD,P,12
33982,SCARANO PAOLA F.,2012-06-25T00:00:00Z,LEGA NORD,P,12
