Progressivo,Nominativo,Data,Gruppo Politico,Presenza,Num.Votazioni
33980,PIERALISI MIRCO,2011-09-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5
26392,CIPRIANI LORENZO,2011-09-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5
33987,SAZZINI LORENZO,2011-09-08T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8
32714,CAVIANO PASQUALE,2011-09-08T00:00:00Z,ITALIA DEI VALORI,P,7
21843,LISEI MARCO,2011-09-08T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27208,TOMASSINI LORENZO,2011-09-08T00:00:00Z,POPOLO DELLA LIBERTA,P,11
32712,FACCI MICHELE,2011-09-08T00:00:00Z,POPOLO DELLA LIBERTA,P,7
27997,CASTALDINI VALENT.,2011-09-08T00:00:00Z,POPOLO DELLA LIBERTA,P,9
8904,CARELLA DANIELE,2011-09-08T00:00:00Z,POPOLO DELLA LIBERTA,P,11
20144,GATTUSO PATRIZIO G.,2011-09-08T00:00:00Z,POPOLO DELLA LIBERTA,P,7
32719,BERNARDINI MANES,2011-09-08T00:00:00Z,LEGA NORD,P,6
33981,COCCONCELLI MIRKA,2011-09-08T00:00:00Z,LEGA NORD,P,11
33982,SCARANO PAOLA F.,2011-09-08T00:00:00Z,LEGA NORD,P,11
33983,BORGONZONI LUCIA,2011-09-08T00:00:00Z,LEGA NORD,P,4
33984,BUGANI MASSIMO,2011-09-08T00:00:00Z,MOVIMENTO 5 STELLE,P,10
32861,SALSI FEDERICA,2011-09-08T00:00:00Z,MOVIMENTO 5 STELLE,P,11
33985,PIAZZA MARCO,2011-09-08T00:00:00Z,MOVIMENTO 5 STELLE,P,11
33986,ALDROVANDI STEFANO,2011-09-08T00:00:00Z,BOLOGNA 2016,A,0
16863,MEROLA VIRGINIO,2011-12-09T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
9076,MAZZANTI CLAUDIO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
15586,MARCHESINI ANGELO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
9181,SANTI RAFFAELLA,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
32704,LAMA ROSSELLA,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,0
27481,ZACCHIROLI BENEDETTO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,0
32794,MIGNANI MARIANNA,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
22034,GHETTI MAURIZIO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
33978,ERRANI FRANCESCO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
27197,MELEGA CORRADO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,A,0
9097,PETRELLA TOMMASO,2011-12-09T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2011-12-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2011-12-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2011-12-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33987,SAZZINI LORENZO,2011-12-09T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
32714,CAVIANO PASQUALE,2011-12-09T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2011-12-09T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2011-12-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2011-12-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2011-12-09T00:00:00Z,POPOLO DELLA LIBERTA,P,0
8904,CARELLA DANIELE,2011-12-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2011-12-09T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2011-12-09T00:00:00Z,LEGA NORD,A,0
33981,COCCONCELLI MIRKA,2011-12-09T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2011-12-09T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2011-12-09T00:00:00Z,LEGA NORD,P,0
33984,BUGANI MASSIMO,2011-12-09T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2011-12-09T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2011-12-09T00:00:00Z,MOVIMENTO 5 STELLE,P,1
33986,ALDROVANDI STEFANO,2011-12-09T00:00:00Z,BOLOGNA 2016,A,0
16863,MEROLA VIRGINIO,2011-10-10T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,4
9076,MAZZANTI CLAUDIO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
29442,CRITELLI FRANCESCO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,4
32746,LEMBI SIMONA,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
27189,BARCELO LIZANA LEONARDO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
15586,MARCHESINI ANGELO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
18313,LO GIUDICE SERGIO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
9181,SANTI RAFFAELLA,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
32704,LAMA ROSSELLA,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,1
27410,FERRI MARIARAFFAELLA,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
27481,ZACCHIROLI BENEDETTO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
32794,MIGNANI MARIANNA,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,4
22034,GHETTI MAURIZIO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,4
33977,BENASSI MARZIA,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,4
33978,ERRANI FRANCESCO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,2
27197,MELEGA CORRADO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,3
9097,PETRELLA TOMMASO,2011-10-10T00:00:00Z,PARTITO DEMOCRATICO,P,4
33979,LA TORRE CATHY,2011-10-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33980,PIERALISI MIRCO,2011-10-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4
26392,CIPRIANI LORENZO,2011-10-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
33987,SAZZINI LORENZO,2011-10-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
32714,CAVIANO PASQUALE,2011-10-10T00:00:00Z,ITALIA DEI VALORI,P,4
21843,LISEI MARCO,2011-10-10T00:00:00Z,POPOLO DELLA LIBERTA,P,3
27208,TOMASSINI LORENZO,2011-10-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2011-10-10T00:00:00Z,POPOLO DELLA LIBERTA,A,0
27997,CASTALDINI VALENT.,2011-10-10T00:00:00Z,POPOLO DELLA LIBERTA,P,4
8904,CARELLA DANIELE,2011-10-10T00:00:00Z,POPOLO DELLA LIBERTA,P,4
20144,GATTUSO PATRIZIO G.,2011-10-10T00:00:00Z,POPOLO DELLA LIBERTA,P,4
32719,BERNARDINI MANES,2011-10-10T00:00:00Z,LEGA NORD,P,4
33981,COCCONCELLI MIRKA,2011-10-10T00:00:00Z,LEGA NORD,P,4
33982,SCARANO PAOLA F.,2011-10-10T00:00:00Z,LEGA NORD,P,3
33983,BORGONZONI LUCIA,2011-10-10T00:00:00Z,LEGA NORD,P,4
33984,BUGANI MASSIMO,2011-10-10T00:00:00Z,MOVIMENTO 5 STELLE,P,3
32861,SALSI FEDERICA,2011-10-10T00:00:00Z,MOVIMENTO 5 STELLE,P,2
33985,PIAZZA MARCO,2011-10-10T00:00:00Z,MOVIMENTO 5 STELLE,A,0
33986,ALDROVANDI STEFANO,2011-10-10T00:00:00Z,BOLOGNA 2016,P,4
16863,MEROLA VIRGINIO,2011-07-11T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
9076,MAZZANTI CLAUDIO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,7
29442,CRITELLI FRANCESCO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
32746,LEMBI SIMONA,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,7
27189,BARCELO LIZANA LEONARDO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,5
15586,MARCHESINI ANGELO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,A,0
18313,LO GIUDICE SERGIO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
9181,SANTI RAFFAELLA,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
32704,LAMA ROSSELLA,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
27410,FERRI MARIARAFFAELLA,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
27481,ZACCHIROLI BENEDETTO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
32794,MIGNANI MARIANNA,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
22034,GHETTI MAURIZIO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
33977,BENASSI MARZIA,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
33978,ERRANI FRANCESCO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,8
27197,MELEGA CORRADO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,P,9
9097,PETRELLA TOMMASO,2011-07-11T00:00:00Z,PARTITO DEMOCRATICO,A,0
33979,LA TORRE CATHY,2011-07-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9
33980,PIERALISI MIRCO,2011-07-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3
26392,CIPRIANI LORENZO,2011-07-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9
33987,SAZZINI LORENZO,2011-07-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8
32714,CAVIANO PASQUALE,2011-07-11T00:00:00Z,ITALIA DEI VALORI,P,9
21843,LISEI MARCO,2011-07-11T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27208,TOMASSINI LORENZO,2011-07-11T00:00:00Z,POPOLO DELLA LIBERTA,P,9
32712,FACCI MICHELE,2011-07-11T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27997,CASTALDINI VALENT.,2011-07-11T00:00:00Z,POPOLO DELLA LIBERTA,P,6
8904,CARELLA DANIELE,2011-07-11T00:00:00Z,POPOLO DELLA LIBERTA,P,9
20144,GATTUSO PATRIZIO G.,2011-07-11T00:00:00Z,POPOLO DELLA LIBERTA,P,9
32719,BERNARDINI MANES,2011-07-11T00:00:00Z,LEGA NORD,P,9
33981,COCCONCELLI MIRKA,2011-07-11T00:00:00Z,LEGA NORD,P,9
33982,SCARANO PAOLA F.,2011-07-11T00:00:00Z,LEGA NORD,P,9
33983,BORGONZONI LUCIA,2011-07-11T00:00:00Z,LEGA NORD,P,5
33984,BUGANI MASSIMO,2011-07-11T00:00:00Z,MOVIMENTO 5 STELLE,P,9
32861,SALSI FEDERICA,2011-07-11T00:00:00Z,MOVIMENTO 5 STELLE,P,9
33985,PIAZZA MARCO,2011-07-11T00:00:00Z,MOVIMENTO 5 STELLE,P,9
33986,ALDROVANDI STEFANO,2011-07-11T00:00:00Z,BOLOGNA 2016,P,9
16863,MEROLA VIRGINIO,2011-11-11T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
9076,MAZZANTI CLAUDIO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
29442,CRITELLI FRANCESCO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
32746,LEMBI SIMONA,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
27189,BARCELO LIZANA LEONARDO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,0
15586,MARCHESINI ANGELO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
9181,SANTI RAFFAELLA,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,0
32704,LAMA ROSSELLA,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,A,0
27410,FERRI MARIARAFFAELLA,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,0
27481,ZACCHIROLI BENEDETTO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
22034,GHETTI MAURIZIO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,0
33978,ERRANI FRANCESCO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,A,0
27197,MELEGA CORRADO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,A,0
9097,PETRELLA TOMMASO,2011-11-11T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2011-11-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0
33980,PIERALISI MIRCO,2011-11-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2011-11-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2011-11-11T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
32714,CAVIANO PASQUALE,2011-11-11T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2011-11-11T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2011-11-11T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32712,FACCI MICHELE,2011-11-11T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2011-11-11T00:00:00Z,POPOLO DELLA LIBERTA,P,0
8904,CARELLA DANIELE,2011-11-11T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2011-11-11T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2011-11-11T00:00:00Z,LEGA NORD,P,1
33981,COCCONCELLI MIRKA,2011-11-11T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2011-11-11T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2011-11-11T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2011-11-11T00:00:00Z,MOVIMENTO 5 STELLE,P,0
32861,SALSI FEDERICA,2011-11-11T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2011-11-11T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33986,ALDROVANDI STEFANO,2011-11-11T00:00:00Z,BOLOGNA 2016,A,0
16863,MEROLA VIRGINIO,2011-10-14T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
9076,MAZZANTI CLAUDIO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
29442,CRITELLI FRANCESCO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
32746,LEMBI SIMONA,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
27189,BARCELO LIZANA LEONARDO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
15586,MARCHESINI ANGELO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
18313,LO GIUDICE SERGIO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
9181,SANTI RAFFAELLA,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
32704,LAMA ROSSELLA,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
27410,FERRI MARIARAFFAELLA,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
27481,ZACCHIROLI BENEDETTO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
32794,MIGNANI MARIANNA,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
22034,GHETTI MAURIZIO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
33978,ERRANI FRANCESCO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
27197,MELEGA CORRADO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,0
9097,PETRELLA TOMMASO,2011-10-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
33979,LA TORRE CATHY,2011-10-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
33980,PIERALISI MIRCO,2011-10-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
26392,CIPRIANI LORENZO,2011-10-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1
33987,SAZZINI LORENZO,2011-10-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0
32714,CAVIANO PASQUALE,2011-10-14T00:00:00Z,ITALIA DEI VALORI,P,1
21843,LISEI MARCO,2011-10-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0
27208,TOMASSINI LORENZO,2011-10-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0
32712,FACCI MICHELE,2011-10-14T00:00:00Z,POPOLO DELLA LIBERTA,P,1
27997,CASTALDINI VALENT.,2011-10-14T00:00:00Z,POPOLO DELLA LIBERTA,P,0
8904,CARELLA DANIELE,2011-10-14T00:00:00Z,POPOLO DELLA LIBERTA,P,1
20144,GATTUSO PATRIZIO G.,2011-10-14T00:00:00Z,POPOLO DELLA LIBERTA,P,1
32719,BERNARDINI MANES,2011-10-14T00:00:00Z,LEGA NORD,P,0
33981,COCCONCELLI MIRKA,2011-10-14T00:00:00Z,LEGA NORD,P,1
33982,SCARANO PAOLA F.,2011-10-14T00:00:00Z,LEGA NORD,P,1
33983,BORGONZONI LUCIA,2011-10-14T00:00:00Z,LEGA NORD,P,1
33984,BUGANI MASSIMO,2011-10-14T00:00:00Z,MOVIMENTO 5 STELLE,P,1
32861,SALSI FEDERICA,2011-10-14T00:00:00Z,MOVIMENTO 5 STELLE,P,0
33985,PIAZZA MARCO,2011-10-14T00:00:00Z,MOVIMENTO 5 STELLE,A,0
33986,ALDROVANDI STEFANO,2011-10-14T00:00:00Z,BOLOGNA 2016,P,1
16863,MEROLA VIRGINIO,2011-11-14T00:00:00Z,SINDACO,P,2
9116,CEVENINI MAURIZIO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
9076,MAZZANTI CLAUDIO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,10
29442,CRITELLI FRANCESCO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
32746,LEMBI SIMONA,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
27189,BARCELO LIZANA LEONARDO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
15586,MARCHESINI ANGELO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,11
18313,LO GIUDICE SERGIO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
9181,SANTI RAFFAELLA,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,7
32704,LAMA ROSSELLA,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,9
27410,FERRI MARIARAFFAELLA,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,11
27481,ZACCHIROLI BENEDETTO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
32794,MIGNANI MARIANNA,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
22034,GHETTI MAURIZIO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
33977,BENASSI MARZIA,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
33978,ERRANI FRANCESCO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
27197,MELEGA CORRADO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,12
9097,PETRELLA TOMMASO,2011-11-14T00:00:00Z,PARTITO DEMOCRATICO,P,9
33979,LA TORRE CATHY,2011-11-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,11
33980,PIERALISI MIRCO,2011-11-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
26392,CIPRIANI LORENZO,2011-11-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9
33987,SAZZINI LORENZO,2011-11-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,12
32714,CAVIANO PASQUALE,2011-11-14T00:00:00Z,ITALIA DEI VALORI,P,12
21843,LISEI MARCO,2011-11-14T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27208,TOMASSINI LORENZO,2011-11-14T00:00:00Z,POPOLO DELLA LIBERTA,P,11
32712,FACCI MICHELE,2011-11-14T00:00:00Z,POPOLO DELLA LIBERTA,P,11
27997,CASTALDINI VALENT.,2011-11-14T00:00:00Z,POPOLO DELLA LIBERTA,P,11
8904,CARELLA DANIELE,2011-11-14T00:00:00Z,POPOLO DELLA LIBERTA,P,12
20144,GATTUSO PATRIZIO G.,2011-11-14T00:00:00Z,POPOLO DELLA LIBERTA,P,10
32719,BERNARDINI MANES,2011-11-14T00:00:00Z,LEGA NORD,P,11
33981,COCCONCELLI MIRKA,2011-11-14T00:00:00Z,LEGA NORD,P,12
33982,SCARANO PAOLA F.,2011-11-14T00:00:00Z,LEGA NORD,P,11
33983,BORGONZONI LUCIA,2011-11-14T00:00:00Z,LEGA NORD,P,6
33984,BUGANI MASSIMO,2011-11-14T00:00:00Z,MOVIMENTO 5 STELLE,P,12
32861,SALSI FEDERICA,2011-11-14T00:00:00Z,MOVIMENTO 5 STELLE,P,12
33985,PIAZZA MARCO,2011-11-14T00:00:00Z,MOVIMENTO 5 STELLE,P,12
33986,ALDROVANDI STEFANO,2011-11-14T00:00:00Z,BOLOGNA 2016,P,12
16863,MEROLA VIRGINIO,2011-12-14T00:00:00Z,SINDACO,A,0
9116,CEVENINI MAURIZIO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
9076,MAZZANTI CLAUDIO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,16
29442,CRITELLI FRANCESCO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
32746,LEMBI SIMONA,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,16
27189,BARCELO LIZANA LEONARDO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,15
15586,MARCHESINI ANGELO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,15
18313,LO GIUDICE SERGIO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
9181,SANTI RAFFAELLA,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,A,0
32704,LAMA ROSSELLA,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,16
27410,FERRI MARIARAFFAELLA,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
27481,ZACCHIROLI BENEDETTO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,16
32794,MIGNANI MARIANNA,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
22034,GHETTI MAURIZIO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,1
33977,BENASSI MARZIA,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
33978,ERRANI FRANCESCO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,16
27197,MELEGA CORRADO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
9097,PETRELLA TOMMASO,2011-12-14T00:00:00Z,PARTITO DEMOCRATICO,P,17
33979,LA TORRE CATHY,2011-12-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8
33980,PIERALISI MIRCO,2011-12-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,17
26392,CIPRIANI LORENZO,2011-12-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,6
33987,SAZZINI LORENZO,2011-12-14T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,14
32714,CAVIANO PASQUALE,2011-12-14T00:00:00Z,ITALIA DEI VALORI,P,17
21843,LISEI MARCO,2011-12-14T00:00:00Z,POPOLO DELLA LIBERTA,P,9
27208,TOMASSINI LORENZO,2011-12-14T00:00:00Z,POPOLO DELLA LIBERTA,P,7
32712,FACCI MICHELE,2011-12-14T00:00:00Z,POPOLO DELLA LIBERTA,P,17
27997,CASTALDINI VALENT.,2011-12-14T00:00:00Z,POPOLO DELLA LIBERTA,P,17
8904,CARELLA DANIELE,2011-12-14T00:00:00Z,POPOLO DELLA LIBERTA,P,17
20144,GATTUSO PATRIZIO G.,2011-12-14T00:00:00Z,POPOLO DELLA LIBERTA,P,12
32719,BERNARDINI MANES,2011-12-14T00:00:00Z,LEGA NORD,P,13
33981,COCCONCELLI MIRKA,2011-12-14T00:00:00Z,LEGA NORD,P,17
33982,SCARANO PAOLA F.,2011-12-14T00:00:00Z,LEGA NORD,P,15
33983,BORGONZONI LUCIA,2011-12-14T00:00:00Z,LEGA NORD,P,14
33984,BUGANI MASSIMO,2011-12-14T00:00:00Z,MOVIMENTO 5 STELLE,P,17
32861,SALSI FEDERICA,2011-12-14T00:00:00Z,MOVIMENTO 5 STELLE,P,16
33985,PIAZZA MARCO,2011-12-14T00:00:00Z,MOVIMENTO 5 STELLE,P,17
33986,ALDROVANDI STEFANO,2011-12-14T00:00:00Z,BOLOGNA 2016,P,17
16863,MEROLA VIRGINIO,2011-06-15T00:00:00Z,SINDACO,P,1
9116,CEVENINI MAURIZIO,2011-06-15T00:00:00Z,PARTITO DEMOCRATICO,P,5
