Progressivo,Nominativo,Data,GruppoPolitico,Presenza,NumVotazioni,PercentualePresenza
27197,MELEGA CORRADO,2012-02-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9097,PETRELLA TOMMASO,2012-02-10T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-02-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33980,PIERALISI MIRCO,2012-02-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2012-02-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33987,SAZZINI LORENZO,2012-02-10T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
32714,CAVIANO PASQUALE,2012-02-10T00:00:00Z,ITALIA DEI VALORI,A,0,0  
21843,LISEI MARCO,2012-02-10T00:00:00Z,POPOLO DELLA LIBERTA,A,0,0  
27208,TOMASSINI LORENZO,2012-02-10T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32712,FACCI MICHELE,2012-02-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-02-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-02-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-02-10T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-02-10T00:00:00Z,LEGA NORD,P,0,0  
33981,COCCONCELLI MIRKA,2012-02-10T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-02-10T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-02-10T00:00:00Z,LEGA NORD,P,1,49 
33984,BUGANI MASSIMO,2012-02-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
32861,SALSI FEDERICA,2012-02-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33985,PIAZZA MARCO,2012-02-10T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-02-10T00:00:00Z,BOLOGNA 2016,P,1,49 
16863,MEROLA VIRGINIO,2012-03-12T00:00:00Z,SINDACO,P,2,18 
9116,CEVENINI MAURIZIO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
9076,MAZZANTI CLAUDIO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
29442,CRITELLI FRANCESCO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
32746,LEMBI SIMONA,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
27189,BARCELO LIZANA LEONARDO L,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
15586,MARCHESINI ANGELO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,8,72 
18313,LO GIUDICE SERGIO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
9181,SANTI RAFFAELLA,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,8,72 
32704,LAMA ROSSELLA,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,7,63 
27410,FERRI MARIARAFFAELLA,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
27481,ZACCHIROLI BENEDETTO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,1,9  
32794,MIGNANI MARIANNA,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
22034,GHETTI MAURIZIO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,8,72 
33977,BENASSI MARZIA,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
33978,ERRANI FRANCESCO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
27197,MELEGA CORRADO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,9,81 
9097,PETRELLA TOMMASO,2012-03-12T00:00:00Z,PARTITO DEMOCRATICO,P,8,72 
33979,LA TORRE CATHY,2012-03-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9,81 
33980,PIERALISI MIRCO,2012-03-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,9,81 
26392,CIPRIANI LORENZO,2012-03-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,4,36 
33987,SAZZINI LORENZO,2012-03-12T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8,72 
32714,CAVIANO PASQUALE,2012-03-12T00:00:00Z,ITALIA DEI VALORI,P,8,72 
21843,LISEI MARCO,2012-03-12T00:00:00Z,POPOLO DELLA LIBERTA,P,9,81 
27208,TOMASSINI LORENZO,2012-03-12T00:00:00Z,POPOLO DELLA LIBERTA,P,4,36 
32712,FACCI MICHELE,2012-03-12T00:00:00Z,POPOLO DELLA LIBERTA,P,9,81 
27997,CASTALDINI VALENT.,2012-03-12T00:00:00Z,POPOLO DELLA LIBERTA,P,1,9  
8904,CARELLA DANIELE,2012-03-12T00:00:00Z,POPOLO DELLA LIBERTA,P,9,81 
20144,GATTUSO PATRIZIO G.,2012-03-12T00:00:00Z,POPOLO DELLA LIBERTA,P,6,54 
32719,BERNARDINI MANES,2012-03-12T00:00:00Z,LEGA NORD,P,9,81 
33981,COCCONCELLI MIRKA,2012-03-12T00:00:00Z,LEGA NORD,P,9,81 
33982,SCARANO PAOLA F.,2012-03-12T00:00:00Z,LEGA NORD,P,9,81 
33983,BORGONZONI LUCIA,2012-03-12T00:00:00Z,LEGA NORD,P,9,81 
33984,BUGANI MASSIMO,2012-03-12T00:00:00Z,MOVIMENTO 5 STELLE,P,9,81 
32861,SALSI FEDERICA,2012-03-12T00:00:00Z,MOVIMENTO 5 STELLE,P,8,72 
33985,PIAZZA MARCO,2012-03-12T00:00:00Z,MOVIMENTO 5 STELLE,P,8,72 
33986,ALDROVANDI STEFANO,2012-03-12T00:00:00Z,BOLOGNA 2016,A,0,0  
16863,MEROLA VIRGINIO,2012-01-13T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9076,MAZZANTI CLAUDIO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27189,BARCELO LIZANA LEONARDO L,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
18313,LO GIUDICE SERGIO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27481,ZACCHIROLI BENEDETTO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27197,MELEGA CORRADO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-01-13T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-01-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33980,PIERALISI MIRCO,2012-01-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
26392,CIPRIANI LORENZO,2012-01-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
33987,SAZZINI LORENZO,2012-01-13T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2012-01-13T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-01-13T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-01-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-01-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-01-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-01-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-01-13T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-01-13T00:00:00Z,LEGA NORD,A,0,0  
33981,COCCONCELLI MIRKA,2012-01-13T00:00:00Z,LEGA NORD,P,0,0  
33982,SCARANO PAOLA F.,2012-01-13T00:00:00Z,LEGA NORD,P,0,0  
33983,BORGONZONI LUCIA,2012-01-13T00:00:00Z,LEGA NORD,P,0,0  
33984,BUGANI MASSIMO,2012-01-13T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-01-13T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-01-13T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-01-13T00:00:00Z,BOLOGNA 2016,A,0,0  
16863,MEROLA VIRGINIO,2012-02-15T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,4,40 
9076,MAZZANTI CLAUDIO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
29442,CRITELLI FRANCESCO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
32746,LEMBI SIMONA,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
27189,BARCELO LIZANA LEONARDO L,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
15586,MARCHESINI ANGELO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,6,60 
18313,LO GIUDICE SERGIO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
9181,SANTI RAFFAELLA,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,7,70 
32704,LAMA ROSSELLA,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27410,FERRI MARIARAFFAELLA,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,6,60 
27481,ZACCHIROLI BENEDETTO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,6,60 
32794,MIGNANI MARIANNA,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
22034,GHETTI MAURIZIO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33977,BENASSI MARZIA,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33978,ERRANI FRANCESCO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
27197,MELEGA CORRADO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
9097,PETRELLA TOMMASO,2012-02-15T00:00:00Z,PARTITO DEMOCRATICO,P,8,80 
33979,LA TORRE CATHY,2012-02-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,3,30 
33980,PIERALISI MIRCO,2012-02-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8,80 
26392,CIPRIANI LORENZO,2012-02-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,8,80 
33987,SAZZINI LORENZO,2012-02-15T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,5,50 
32714,CAVIANO PASQUALE,2012-02-15T00:00:00Z,ITALIA DEI VALORI,P,6,60 
21843,LISEI MARCO,2012-02-15T00:00:00Z,POPOLO DELLA LIBERTA,P,5,50 
27208,TOMASSINI LORENZO,2012-02-15T00:00:00Z,POPOLO DELLA LIBERTA,P,1,10 
32712,FACCI MICHELE,2012-02-15T00:00:00Z,POPOLO DELLA LIBERTA,P,6,60 
27997,CASTALDINI VALENT.,2012-02-15T00:00:00Z,POPOLO DELLA LIBERTA,P,7,70 
8904,CARELLA DANIELE,2012-02-15T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
20144,GATTUSO PATRIZIO G.,2012-02-15T00:00:00Z,POPOLO DELLA LIBERTA,P,8,80 
32719,BERNARDINI MANES,2012-02-15T00:00:00Z,LEGA NORD,P,1,10 
33981,COCCONCELLI MIRKA,2012-02-15T00:00:00Z,LEGA NORD,P,8,80 
33982,SCARANO PAOLA F.,2012-02-15T00:00:00Z,LEGA NORD,P,8,80 
33983,BORGONZONI LUCIA,2012-02-15T00:00:00Z,LEGA NORD,P,7,70 
33984,BUGANI MASSIMO,2012-02-15T00:00:00Z,MOVIMENTO 5 STELLE,P,6,60 
32861,SALSI FEDERICA,2012-02-15T00:00:00Z,MOVIMENTO 5 STELLE,P,6,60 
33985,PIAZZA MARCO,2012-02-15T00:00:00Z,MOVIMENTO 5 STELLE,P,7,70 
33986,ALDROVANDI STEFANO,2012-02-15T00:00:00Z,BOLOGNA 2016,P,6,60 
16863,MEROLA VIRGINIO,2012-01-16T00:00:00Z,SINDACO,P,4,21 
9116,CEVENINI MAURIZIO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
9076,MAZZANTI CLAUDIO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,12,63 
29442,CRITELLI FRANCESCO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
32746,LEMBI SIMONA,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
27189,BARCELO LIZANA LEONARDO L,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,6,31 
15586,MARCHESINI ANGELO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,7,36 
18313,LO GIUDICE SERGIO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
9181,SANTI RAFFAELLA,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
32704,LAMA ROSSELLA,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,13,68 
27410,FERRI MARIARAFFAELLA,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
27481,ZACCHIROLI BENEDETTO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,14,73 
32794,MIGNANI MARIANNA,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
22034,GHETTI MAURIZIO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
33977,BENASSI MARZIA,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
33978,ERRANI FRANCESCO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
27197,MELEGA CORRADO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,15,78 
9097,PETRELLA TOMMASO,2012-01-16T00:00:00Z,PARTITO DEMOCRATICO,P,13,68 
33979,LA TORRE CATHY,2012-01-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,14,73 
33980,PIERALISI MIRCO,2012-01-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15,78 
26392,CIPRIANI LORENZO,2012-01-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15,78 
33987,SAZZINI LORENZO,2012-01-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,15,78 
32714,CAVIANO PASQUALE,2012-01-16T00:00:00Z,ITALIA DEI VALORI,P,14,73 
21843,LISEI MARCO,2012-01-16T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
27208,TOMASSINI LORENZO,2012-01-16T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
32712,FACCI MICHELE,2012-01-16T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
27997,CASTALDINI VALENT.,2012-01-16T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
8904,CARELLA DANIELE,2012-01-16T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
20144,GATTUSO PATRIZIO G.,2012-01-16T00:00:00Z,POPOLO DELLA LIBERTA,P,15,78 
32719,BERNARDINI MANES,2012-01-16T00:00:00Z,LEGA NORD,A,0,0  
33981,COCCONCELLI MIRKA,2012-01-16T00:00:00Z,LEGA NORD,P,15,78 
33982,SCARANO PAOLA F.,2012-01-16T00:00:00Z,LEGA NORD,P,14,73 
33983,BORGONZONI LUCIA,2012-01-16T00:00:00Z,LEGA NORD,P,14,73 
33984,BUGANI MASSIMO,2012-01-16T00:00:00Z,MOVIMENTO 5 STELLE,P,15,78 
32861,SALSI FEDERICA,2012-01-16T00:00:00Z,MOVIMENTO 5 STELLE,P,14,73 
33985,PIAZZA MARCO,2012-01-16T00:00:00Z,MOVIMENTO 5 STELLE,P,15,78 
33986,ALDROVANDI STEFANO,2012-01-16T00:00:00Z,BOLOGNA 2016,P,14,73 
16863,MEROLA VIRGINIO,2012-03-16T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9076,MAZZANTI CLAUDIO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32746,LEMBI SIMONA,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27189,BARCELO LIZANA LEONARDO L,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
15586,MARCHESINI ANGELO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27410,FERRI MARIARAFFAELLA,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
27481,ZACCHIROLI BENEDETTO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32794,MIGNANI MARIANNA,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27197,MELEGA CORRADO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
9097,PETRELLA TOMMASO,2012-03-16T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-03-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33980,PIERALISI MIRCO,2012-03-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
26392,CIPRIANI LORENZO,2012-03-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2012-03-16T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
32714,CAVIANO PASQUALE,2012-03-16T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-03-16T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
27208,TOMASSINI LORENZO,2012-03-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32712,FACCI MICHELE,2012-03-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-03-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
8904,CARELLA DANIELE,2012-03-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-03-16T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-03-16T00:00:00Z,LEGA NORD,P,1,49 
33981,COCCONCELLI MIRKA,2012-03-16T00:00:00Z,LEGA NORD,A,0,0  
33982,SCARANO PAOLA F.,2012-03-16T00:00:00Z,LEGA NORD,P,0,0  
33983,BORGONZONI LUCIA,2012-03-16T00:00:00Z,LEGA NORD,P,0,0  
33984,BUGANI MASSIMO,2012-03-16T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-03-16T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-03-16T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-03-16T00:00:00Z,BOLOGNA 2016,P,0,0  
16863,MEROLA VIRGINIO,2012-02-17T00:00:00Z,SINDACO,A,0,0  
9116,CEVENINI MAURIZIO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9076,MAZZANTI CLAUDIO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
29442,CRITELLI FRANCESCO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32746,LEMBI SIMONA,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27189,BARCELO LIZANA LEONARDO L,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
15586,MARCHESINI ANGELO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9181,SANTI RAFFAELLA,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
32704,LAMA ROSSELLA,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27410,FERRI MARIARAFFAELLA,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
22034,GHETTI MAURIZIO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33977,BENASSI MARZIA,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33978,ERRANI FRANCESCO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
27197,MELEGA CORRADO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
9097,PETRELLA TOMMASO,2012-02-17T00:00:00Z,PARTITO DEMOCRATICO,P,1,49 
33979,LA TORRE CATHY,2012-02-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,A,0,0  
33980,PIERALISI MIRCO,2012-02-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
26392,CIPRIANI LORENZO,2012-02-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
33987,SAZZINI LORENZO,2012-02-17T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,1,49 
32714,CAVIANO PASQUALE,2012-02-17T00:00:00Z,ITALIA DEI VALORI,P,1,49 
21843,LISEI MARCO,2012-02-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27208,TOMASSINI LORENZO,2012-02-17T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
32712,FACCI MICHELE,2012-02-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
27997,CASTALDINI VALENT.,2012-02-17T00:00:00Z,POPOLO DELLA LIBERTA,P,0,0  
8904,CARELLA DANIELE,2012-02-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
20144,GATTUSO PATRIZIO G.,2012-02-17T00:00:00Z,POPOLO DELLA LIBERTA,P,1,49 
32719,BERNARDINI MANES,2012-02-17T00:00:00Z,LEGA NORD,P,1,49 
33981,COCCONCELLI MIRKA,2012-02-17T00:00:00Z,LEGA NORD,P,1,49 
33982,SCARANO PAOLA F.,2012-02-17T00:00:00Z,LEGA NORD,P,1,49 
33983,BORGONZONI LUCIA,2012-02-17T00:00:00Z,LEGA NORD,P,0,0  
33984,BUGANI MASSIMO,2012-02-17T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
32861,SALSI FEDERICA,2012-02-17T00:00:00Z,MOVIMENTO 5 STELLE,P,0,0  
33985,PIAZZA MARCO,2012-02-17T00:00:00Z,MOVIMENTO 5 STELLE,P,1,49 
33986,ALDROVANDI STEFANO,2012-02-17T00:00:00Z,BOLOGNA 2016,A,0,0  
16863,MEROLA VIRGINIO,2012-03-19T00:00:00Z,SINDACO,P,0,0  
9116,CEVENINI MAURIZIO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9076,MAZZANTI CLAUDIO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
29442,CRITELLI FRANCESCO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32746,LEMBI SIMONA,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27189,BARCELO LIZANA LEONARDO L,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,A,0,0  
15586,MARCHESINI ANGELO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
18313,LO GIUDICE SERGIO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9181,SANTI RAFFAELLA,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32704,LAMA ROSSELLA,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27410,FERRI MARIARAFFAELLA,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27481,ZACCHIROLI BENEDETTO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
32794,MIGNANI MARIANNA,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
22034,GHETTI MAURIZIO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33977,BENASSI MARZIA,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33978,ERRANI FRANCESCO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
27197,MELEGA CORRADO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
9097,PETRELLA TOMMASO,2012-03-19T00:00:00Z,PARTITO DEMOCRATICO,P,0,0  
33979,LA TORRE CATHY,2012-03-19T00:00:00Z,CON AMELIA PER BOLOGNA CON VENDOLA,P,0,0  
