Progressivo;Nominativo;Data Seduta;Gruppo Politico;Presenza;Num.Votazioni;Percentuale presenza alle votazioni
"33987";"SAZZINI LORENZO";03/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;0  
"32714";"CAVIANO PASQUALE";03/02/2012;"ITALIA DEI VALORI";"P";1;49 
"21843";"LISEI MARCO";03/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27208";"TOMASSINI LORENZO";03/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32712";"FACCI MICHELE";03/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27997";"CASTALDINI VALENT.";03/02/2012;"POPOLO DELLA LIBERTA'";"A";0;0  
"8904";"CARELLA DANIELE";03/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"20144";"GATTUSO PATRIZIO G.";03/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32719";"BERNARDINI MANES";03/02/2012;"LEGA NORD";"A";0;0  
"33981";"COCCONCELLI MIRKA";03/02/2012;"LEGA NORD";"P";1;49 
"33982";"SCARANO PAOLA F.";03/02/2012;"LEGA NORD";"P";1;49 
"33983";"BORGONZONI LUCIA";03/02/2012;"LEGA NORD";"P";1;49 
"33984";"BUGANI MASSIMO";03/02/2012;"MOVIMENTO 5 STELLE";"P";0;0  
"32861";"SALSI FEDERICA";03/02/2012;"MOVIMENTO 5 STELLE";"P";0;0  
"33985";"PIAZZA MARCO";03/02/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33986";"ALDROVANDI STEFANO";03/02/2012;"BOLOGNA 2016";"P";0;0  
"16863";"MEROLA VIRGINIO";05/03/2012;"SINDACO";"P";1;8  
"9116";"CEVENINI MAURIZIO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"9076";"MAZZANTI CLAUDIO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"29442";"CRITELLI FRANCESCO";05/03/2012;"PARTITO DEMOCRATICO";"P";8;64 
"32746";"LEMBI SIMONA";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"27189";"BARCELO' LIZANA LEONARDO L.";05/03/2012;"PARTITO DEMOCRATICO";"P";9;72 
"15586";"MARCHESINI ANGELO";05/03/2012;"PARTITO DEMOCRATICO";"P";2;16 
"18313";"LO GIUDICE SERGIO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"9181";"SANTI RAFFAELLA";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"32704";"LAMA ROSSELLA";05/03/2012;"PARTITO DEMOCRATICO";"P";8;64 
"27410";"FERRI MARIARAFFAELLA";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"27481";"ZACCHIROLI BENEDETTO";05/03/2012;"PARTITO DEMOCRATICO";"A";0;0  
"32794";"MIGNANI MARIANNA";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"22034";"GHETTI MAURIZIO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"33977";"BENASSI MARZIA";05/03/2012;"PARTITO DEMOCRATICO";"P";7;56 
"33978";"ERRANI FRANCESCO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"27197";"MELEGA CORRADO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"9097";"PETRELLA TOMMASO";05/03/2012;"PARTITO DEMOCRATICO";"P";10;80 
"33979";"LA TORRE CATHY";05/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";4;32 
"33980";"PIERALISI MIRCO";05/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";10;80 
"26392";"CIPRIANI LORENZO";05/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";6;48 
"33987";"SAZZINI LORENZO";05/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";10;80 
"32714";"CAVIANO PASQUALE";05/03/2012;"ITALIA DEI VALORI";"P";7;56 
"21843";"LISEI MARCO";05/03/2012;"POPOLO DELLA LIBERTA'";"P";10;80 
"27208";"TOMASSINI LORENZO";05/03/2012;"POPOLO DELLA LIBERTA'";"P";3;24 
"32712";"FACCI MICHELE";05/03/2012;"POPOLO DELLA LIBERTA'";"P";10;80 
"27997";"CASTALDINI VALENT.";05/03/2012;"POPOLO DELLA LIBERTA'";"P";10;80 
"8904";"CARELLA DANIELE";05/03/2012;"POPOLO DELLA LIBERTA'";"P";10;80 
"20144";"GATTUSO PATRIZIO G.";05/03/2012;"POPOLO DELLA LIBERTA'";"P";10;80 
"32719";"BERNARDINI MANES";05/03/2012;"LEGA NORD";"P";9;72 
"33981";"COCCONCELLI MIRKA";05/03/2012;"LEGA NORD";"P";10;80 
"33982";"SCARANO PAOLA F.";05/03/2012;"LEGA NORD";"P";10;80 
"33983";"BORGONZONI LUCIA";05/03/2012;"LEGA NORD";"P";7;56 
"33984";"BUGANI MASSIMO";05/03/2012;"MOVIMENTO 5 STELLE";"P";8;64 
"32861";"SALSI FEDERICA";05/03/2012;"MOVIMENTO 5 STELLE";"P";9;72 
"33985";"PIAZZA MARCO";05/03/2012;"MOVIMENTO 5 STELLE";"P";8;64 
"33986";"ALDROVANDI STEFANO";05/03/2012;"BOLOGNA 2016";"P";3;24 
"16863";"MEROLA VIRGINIO";06/02/2012;"SINDACO";"P";0;0  
"9116";"CEVENINI MAURIZIO";06/02/2012;"PARTITO DEMOCRATICO";"P";16;72 
"9076";"MAZZANTI CLAUDIO";06/02/2012;"PARTITO DEMOCRATICO";"P";15;68 
"29442";"CRITELLI FRANCESCO";06/02/2012;"PARTITO DEMOCRATICO";"P";15;68 
"32746";"LEMBI SIMONA";06/02/2012;"PARTITO DEMOCRATICO";"P";16;72 
"27189";"BARCELO' LIZANA LEONARDO L.";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"15586";"MARCHESINI ANGELO";06/02/2012;"PARTITO DEMOCRATICO";"P";15;68 
"18313";"LO GIUDICE SERGIO";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"9181";"SANTI RAFFAELLA";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"32704";"LAMA ROSSELLA";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"27410";"FERRI MARIARAFFAELLA";06/02/2012;"PARTITO DEMOCRATICO";"P";16;72 
"27481";"ZACCHIROLI BENEDETTO";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"32794";"MIGNANI MARIANNA";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"22034";"GHETTI MAURIZIO";06/02/2012;"PARTITO DEMOCRATICO";"P";16;72 
"33977";"BENASSI MARZIA";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"33978";"ERRANI FRANCESCO";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"27197";"MELEGA CORRADO";06/02/2012;"PARTITO DEMOCRATICO";"P";16;72 
"9097";"PETRELLA TOMMASO";06/02/2012;"PARTITO DEMOCRATICO";"P";17;77 
"33979";"LA TORRE CATHY";06/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";15;68 
"33980";"PIERALISI MIRCO";06/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";16;72 
"26392";"CIPRIANI LORENZO";06/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";16;72 
"33987";"SAZZINI LORENZO";06/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";15;68 
"32714";"CAVIANO PASQUALE";06/02/2012;"ITALIA DEI VALORI";"A";0;0  
"21843";"LISEI MARCO";06/02/2012;"POPOLO DELLA LIBERTA'";"P";14;63 
"27208";"TOMASSINI LORENZO";06/02/2012;"POPOLO DELLA LIBERTA'";"P";16;72 
"32712";"FACCI MICHELE";06/02/2012;"POPOLO DELLA LIBERTA'";"P";17;77 
"27997";"CASTALDINI VALENT.";06/02/2012;"POPOLO DELLA LIBERTA'";"P";16;72 
"8904";"CARELLA DANIELE";06/02/2012;"POPOLO DELLA LIBERTA'";"P";17;77 
"20144";"GATTUSO PATRIZIO G.";06/02/2012;"POPOLO DELLA LIBERTA'";"P";14;63 
"32719";"BERNARDINI MANES";06/02/2012;"LEGA NORD";"P";11;50 
"33981";"COCCONCELLI MIRKA";06/02/2012;"LEGA NORD";"P";17;77 
"33982";"SCARANO PAOLA F.";06/02/2012;"LEGA NORD";"P";17;77 
"33983";"BORGONZONI LUCIA";06/02/2012;"LEGA NORD";"P";9;41 
"33984";"BUGANI MASSIMO";06/02/2012;"MOVIMENTO 5 STELLE";"P";16;72 
"32861";"SALSI FEDERICA";06/02/2012;"MOVIMENTO 5 STELLE";"P";16;72 
"33985";"PIAZZA MARCO";06/02/2012;"MOVIMENTO 5 STELLE";"P";17;77 
"33986";"ALDROVANDI STEFANO";06/02/2012;"BOLOGNA 2016";"P";14;63 
"16863";"MEROLA VIRGINIO";09/01/2012;"SINDACO";"P";0;0  
"9116";"CEVENINI MAURIZIO";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"9076";"MAZZANTI CLAUDIO";09/01/2012;"PARTITO DEMOCRATICO";"P";10;73 
"29442";"CRITELLI FRANCESCO";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"32746";"LEMBI SIMONA";09/01/2012;"PARTITO DEMOCRATICO";"P";6;44 
"27189";"BARCELO' LIZANA LEONARDO L.";09/01/2012;"PARTITO DEMOCRATICO";"P";7;51 
"15586";"MARCHESINI ANGELO";09/01/2012;"PARTITO DEMOCRATICO";"P";5;36 
"18313";"LO GIUDICE SERGIO";09/01/2012;"PARTITO DEMOCRATICO";"P";10;73 
"9181";"SANTI RAFFAELLA";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"32704";"LAMA ROSSELLA";09/01/2012;"PARTITO DEMOCRATICO";"P";9;66 
"27410";"FERRI MARIARAFFAELLA";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"27481";"ZACCHIROLI BENEDETTO";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"32794";"MIGNANI MARIANNA";09/01/2012;"PARTITO DEMOCRATICO";"P";10;73 
"22034";"GHETTI MAURIZIO";09/01/2012;"PARTITO DEMOCRATICO";"P";10;73 
"33977";"BENASSI MARZIA";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"33978";"ERRANI FRANCESCO";09/01/2012;"PARTITO DEMOCRATICO";"P";10;73 
"27197";"MELEGA CORRADO";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"9097";"PETRELLA TOMMASO";09/01/2012;"PARTITO DEMOCRATICO";"P";11;80 
"33979";"LA TORRE CATHY";09/01/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";10;73 
"33980";"PIERALISI MIRCO";09/01/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";11;80 
"26392";"CIPRIANI LORENZO";09/01/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";10;73 
"33987";"SAZZINI LORENZO";09/01/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";8;58 
"32714";"CAVIANO PASQUALE";09/01/2012;"ITALIA DEI VALORI";"P";11;80 
"21843";"LISEI MARCO";09/01/2012;"POPOLO DELLA LIBERTA'";"P";11;80 
"27208";"TOMASSINI LORENZO";09/01/2012;"POPOLO DELLA LIBERTA'";"P";11;80 
"32712";"FACCI MICHELE";09/01/2012;"POPOLO DELLA LIBERTA'";"P";11;80 
"27997";"CASTALDINI VALENT.";09/01/2012;"POPOLO DELLA LIBERTA'";"P";10;73 
"8904";"CARELLA DANIELE";09/01/2012;"POPOLO DELLA LIBERTA'";"P";11;80 
"20144";"GATTUSO PATRIZIO G.";09/01/2012;"POPOLO DELLA LIBERTA'";"P";8;58 
"32719";"BERNARDINI MANES";09/01/2012;"LEGA NORD";"P";11;80 
"33981";"COCCONCELLI MIRKA";09/01/2012;"LEGA NORD";"P";11;80 
"33982";"SCARANO PAOLA F.";09/01/2012;"LEGA NORD";"P";11;80 
"33983";"BORGONZONI LUCIA";09/01/2012;"LEGA NORD";"P";7;51 
"33984";"BUGANI MASSIMO";09/01/2012;"MOVIMENTO 5 STELLE";"P";11;80 
"32861";"SALSI FEDERICA";09/01/2012;"MOVIMENTO 5 STELLE";"P";11;80 
"33985";"PIAZZA MARCO";09/01/2012;"MOVIMENTO 5 STELLE";"P";11;80 
"33986";"ALDROVANDI STEFANO";09/01/2012;"BOLOGNA 2016";"P";8;58 
"16863";"MEROLA VIRGINIO";09/03/2012;"SINDACO";"A";0;0  
"9116";"CEVENINI MAURIZIO";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9076";"MAZZANTI CLAUDIO";09/03/2012;"PARTITO DEMOCRATICO";"P";0;0  
"29442";"CRITELLI FRANCESCO";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32746";"LEMBI SIMONA";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27189";"BARCELO' LIZANA LEONARDO L.";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"15586";"MARCHESINI ANGELO";09/03/2012;"PARTITO DEMOCRATICO";"P";0;0  
"18313";"LO GIUDICE SERGIO";09/03/2012;"PARTITO DEMOCRATICO";"P";0;0  
"9181";"SANTI RAFFAELLA";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32704";"LAMA ROSSELLA";09/03/2012;"PARTITO DEMOCRATICO";"P";0;0  
"27410";"FERRI MARIARAFFAELLA";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27481";"ZACCHIROLI BENEDETTO";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32794";"MIGNANI MARIANNA";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"22034";"GHETTI MAURIZIO";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33977";"BENASSI MARZIA";09/03/2012;"PARTITO DEMOCRATICO";"A";0;0  
"33978";"ERRANI FRANCESCO";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27197";"MELEGA CORRADO";09/03/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9097";"PETRELLA TOMMASO";09/03/2012;"PARTITO DEMOCRATICO";"P";0;0  
"33979";"LA TORRE CATHY";09/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;0  
"33980";"PIERALISI MIRCO";09/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;0  
"26392";"CIPRIANI LORENZO";09/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"33987";"SAZZINI LORENZO";09/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"32714";"CAVIANO PASQUALE";09/03/2012;"ITALIA DEI VALORI";"P";1;49 
"21843";"LISEI MARCO";09/03/2012;"POPOLO DELLA LIBERTA'";"P";0;0  
"27208";"TOMASSINI LORENZO";09/03/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32712";"FACCI MICHELE";09/03/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27997";"CASTALDINI VALENT.";09/03/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"8904";"CARELLA DANIELE";09/03/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"20144";"GATTUSO PATRIZIO G.";09/03/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32719";"BERNARDINI MANES";09/03/2012;"LEGA NORD";"P";1;49 
"33981";"COCCONCELLI MIRKA";09/03/2012;"LEGA NORD";"P";1;49 
"33982";"SCARANO PAOLA F.";09/03/2012;"LEGA NORD";"P";1;49 
"33983";"BORGONZONI LUCIA";09/03/2012;"LEGA NORD";"P";1;49 
"33984";"BUGANI MASSIMO";09/03/2012;"MOVIMENTO 5 STELLE";"P";0;0  
"32861";"SALSI FEDERICA";09/03/2012;"MOVIMENTO 5 STELLE";"P";0;0  
"33985";"PIAZZA MARCO";09/03/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33986";"ALDROVANDI STEFANO";09/03/2012;"BOLOGNA 2016";"P";1;49 
"16863";"MEROLA VIRGINIO";10/02/2012;"SINDACO";"A";0;0  
"9116";"CEVENINI MAURIZIO";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9076";"MAZZANTI CLAUDIO";10/02/2012;"PARTITO DEMOCRATICO";"P";0;0  
"29442";"CRITELLI FRANCESCO";10/02/2012;"PARTITO DEMOCRATICO";"P";0;0  
"32746";"LEMBI SIMONA";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27189";"BARCELO' LIZANA LEONARDO L.";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"15586";"MARCHESINI ANGELO";10/02/2012;"PARTITO DEMOCRATICO";"P";0;0  
"18313";"LO GIUDICE SERGIO";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9181";"SANTI RAFFAELLA";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32704";"LAMA ROSSELLA";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27410";"FERRI MARIARAFFAELLA";10/02/2012;"PARTITO DEMOCRATICO";"P";0;0  
"27481";"ZACCHIROLI BENEDETTO";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32794";"MIGNANI MARIANNA";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"22034";"GHETTI MAURIZIO";10/02/2012;"PARTITO DEMOCRATICO";"A";0;0  
"33977";"BENASSI MARZIA";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33978";"ERRANI FRANCESCO";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27197";"MELEGA CORRADO";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9097";"PETRELLA TOMMASO";10/02/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33979";"LA TORRE CATHY";10/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"33980";"PIERALISI MIRCO";10/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"26392";"CIPRIANI LORENZO";10/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;0  
"33987";"SAZZINI LORENZO";10/02/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"32714";"CAVIANO PASQUALE";10/02/2012;"ITALIA DEI VALORI";"A";0;0  
"21843";"LISEI MARCO";10/02/2012;"POPOLO DELLA LIBERTA'";"A";0;0  
"27208";"TOMASSINI LORENZO";10/02/2012;"POPOLO DELLA LIBERTA'";"P";0;0  
"32712";"FACCI MICHELE";10/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27997";"CASTALDINI VALENT.";10/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"8904";"CARELLA DANIELE";10/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"20144";"GATTUSO PATRIZIO G.";10/02/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32719";"BERNARDINI MANES";10/02/2012;"LEGA NORD";"P";0;0  
"33981";"COCCONCELLI MIRKA";10/02/2012;"LEGA NORD";"P";1;49 
"33982";"SCARANO PAOLA F.";10/02/2012;"LEGA NORD";"P";1;49 
"33983";"BORGONZONI LUCIA";10/02/2012;"LEGA NORD";"P";1;49 
"33984";"BUGANI MASSIMO";10/02/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"32861";"SALSI FEDERICA";10/02/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33985";"PIAZZA MARCO";10/02/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33986";"ALDROVANDI STEFANO";10/02/2012;"BOLOGNA 2016";"P";1;49 
"16863";"MEROLA VIRGINIO";12/03/2012;"SINDACO";"P";2;18 
"9116";"CEVENINI MAURIZIO";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"9076";"MAZZANTI CLAUDIO";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"29442";"CRITELLI FRANCESCO";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"32746";"LEMBI SIMONA";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"27189";"BARCELO' LIZANA LEONARDO L.";12/03/2012;"PARTITO DEMOCRATICO";"A";0;0  
"15586";"MARCHESINI ANGELO";12/03/2012;"PARTITO DEMOCRATICO";"P";8;72 
"18313";"LO GIUDICE SERGIO";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"9181";"SANTI RAFFAELLA";12/03/2012;"PARTITO DEMOCRATICO";"P";8;72 
"32704";"LAMA ROSSELLA";12/03/2012;"PARTITO DEMOCRATICO";"P";7;63 
"27410";"FERRI MARIARAFFAELLA";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"27481";"ZACCHIROLI BENEDETTO";12/03/2012;"PARTITO DEMOCRATICO";"P";1;9  
"32794";"MIGNANI MARIANNA";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"22034";"GHETTI MAURIZIO";12/03/2012;"PARTITO DEMOCRATICO";"P";8;72 
"33977";"BENASSI MARZIA";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"33978";"ERRANI FRANCESCO";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"27197";"MELEGA CORRADO";12/03/2012;"PARTITO DEMOCRATICO";"P";9;81 
"9097";"PETRELLA TOMMASO";12/03/2012;"PARTITO DEMOCRATICO";"P";8;72 
"33979";"LA TORRE CATHY";12/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";9;81 
"33980";"PIERALISI MIRCO";12/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";9;81 
"26392";"CIPRIANI LORENZO";12/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";4;36 
"33987";"SAZZINI LORENZO";12/03/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";8;72 
