Progressivo;Nominativo;Data Seduta;Gruppo Politico;Presenza;Num.Votazioni;Percentuale presenza alle votazioni
18313;LO GIUDICE SERGIO;10/12/2012;PARTITO DEMOCRATICO;P;1;32
9181;SANTI RAFFAELLA;10/12/2012;PARTITO DEMOCRATICO;P;2;64
32704;LAMA ROSSELLA;10/12/2012;PARTITO DEMOCRATICO;P;1;32
27410;FERRI MARIARAFFAELLA;10/12/2012;PARTITO DEMOCRATICO;P;1;32
27481;ZACCHIROLI BENEDETTO;10/12/2012;PARTITO DEMOCRATICO;P;1;32
32794;MIGNANI MARIANNA;10/12/2012;PARTITO DEMOCRATICO;P;1;32
22034;GHETTI MAURIZIO;10/12/2012;PARTITO DEMOCRATICO;P;2;64
33977;BENASSI MARZIA;10/12/2012;PARTITO DEMOCRATICO;P;2;64
33978;ERRANI FRANCESCO;10/12/2012;PARTITO DEMOCRATICO;P;1;32
27197;MELEGA CORRADO;10/12/2012;PARTITO DEMOCRATICO;P;1;32
9097;PETRELLA TOMMASO;10/12/2012;PARTITO DEMOCRATICO;P;1;32
33979;LA TORRE CATHY;10/12/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
33980;PIERALISI MIRCO;10/12/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;32
26392;CIPRIANI LORENZO;10/12/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;32
33987;SAZZINI LORENZO;10/12/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;32
32714;CAVIANO PASQUALE;10/12/2012;ITALIA DEI VALORI;P;2;64
21843;LISEI MARCO;10/12/2012;'POPOLO DELLA LIBERTA''';P;2;64
27208;TOMASSINI LORENZO;10/12/2012;'POPOLO DELLA LIBERTA''';P;0;0
32712;FACCI MICHELE;10/12/2012;'POPOLO DELLA LIBERTA''';P;0;0
27997;CASTALDINI VALENT.;10/12/2012;'POPOLO DELLA LIBERTA''';P;2;64
8904;CARELLA DANIELE;10/12/2012;'POPOLO DELLA LIBERTA''';P;2;64
20144;GATTUSO PATRIZIO G.;10/12/2012;'POPOLO DELLA LIBERTA''';P;1;32
32719;BERNARDINI MANES;10/12/2012;LEGA NORD;P;1;32
33981;COCCONCELLI MIRKA;10/12/2012;LEGA NORD;P;2;64
33982;SCARANO PAOLA F.;10/12/2012;LEGA NORD;P;2;64
33983;BORGONZONI LUCIA;10/12/2012;LEGA NORD;P;0;0
33984;BUGANI MASSIMO;10/12/2012;MOVIMENTO 5 STELLE;P;1;32
32861;SALSI FEDERICA;10/12/2012;MOVIMENTO 5 STELLE;P;1;32
33985;PIAZZA MARCO;10/12/2012;MOVIMENTO 5 STELLE;P;1;32
33986;ALDROVANDI STEFANO;10/12/2012;BOLOGNA 2016;P;2;64
32708;TURCI DANIELA;10/12/2012;PARTITO DEMOCRATICO;P;1;32
16863;MEROLA VIRGINIO;12/10/2012;SINDACO;A;0;0
9116;CEVENINI MAURIZIO;12/10/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
29442;CRITELLI FRANCESCO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
32746;LEMBI SIMONA;12/10/2012;PARTITO DEMOCRATICO;P;0;0
27189;'BARCELO'' LIZANA LEONARDO L.';12/10/2012;PARTITO DEMOCRATICO;P;1;49
15586;MARCHESINI ANGELO;12/10/2012;PARTITO DEMOCRATICO;P;0;0
18313;LO GIUDICE SERGIO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
9181;SANTI RAFFAELLA;12/10/2012;PARTITO DEMOCRATICO;P;1;49
32704;LAMA ROSSELLA;12/10/2012;PARTITO DEMOCRATICO;P;0;0
27410;FERRI MARIARAFFAELLA;12/10/2012;PARTITO DEMOCRATICO;P;0;0
27481;ZACCHIROLI BENEDETTO;12/10/2012;PARTITO DEMOCRATICO;P;0;0
32794;MIGNANI MARIANNA;12/10/2012;PARTITO DEMOCRATICO;A;0;0
22034;GHETTI MAURIZIO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
33977;BENASSI MARZIA;12/10/2012;PARTITO DEMOCRATICO;P;1;49
33978;ERRANI FRANCESCO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
27197;MELEGA CORRADO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
9097;PETRELLA TOMMASO;12/10/2012;PARTITO DEMOCRATICO;P;1;49
33979;LA TORRE CATHY;12/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
33980;PIERALISI MIRCO;12/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
26392;CIPRIANI LORENZO;12/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
33987;SAZZINI LORENZO;12/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
32714;CAVIANO PASQUALE;12/10/2012;ITALIA DEI VALORI;P;1;49
21843;LISEI MARCO;12/10/2012;'POPOLO DELLA LIBERTA''';P;0;0
27208;TOMASSINI LORENZO;12/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
32712;FACCI MICHELE;12/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
27997;CASTALDINI VALENT.;12/10/2012;'POPOLO DELLA LIBERTA''';P;0;0
8904;CARELLA DANIELE;12/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
20144;GATTUSO PATRIZIO G.;12/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
32719;BERNARDINI MANES;12/10/2012;LEGA NORD;A;0;0
33981;COCCONCELLI MIRKA;12/10/2012;LEGA NORD;P;1;49
33982;SCARANO PAOLA F.;12/10/2012;LEGA NORD;P;1;49
33983;BORGONZONI LUCIA;12/10/2012;LEGA NORD;P;1;49
33984;BUGANI MASSIMO;12/10/2012;MOVIMENTO 5 STELLE;P;0;0
32861;SALSI FEDERICA;12/10/2012;MOVIMENTO 5 STELLE;P;0;0
33985;PIAZZA MARCO;12/10/2012;MOVIMENTO 5 STELLE;P;0;0
33986;ALDROVANDI STEFANO;12/10/2012;BOLOGNA 2016;A;0;0
32708;TURCI DANIELA;12/10/2012;PARTITO DEMOCRATICO;P;0;0
16863;MEROLA VIRGINIO;12/11/2012;SINDACO;P;0;0
9116;CEVENINI MAURIZIO;12/11/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;12/11/2012;PARTITO DEMOCRATICO;P;6;60
29442;CRITELLI FRANCESCO;12/11/2012;PARTITO DEMOCRATICO;P;3;30
32746;LEMBI SIMONA;12/11/2012;PARTITO DEMOCRATICO;P;7;70
27189;'BARCELO'' LIZANA LEONARDO L.';12/11/2012;PARTITO DEMOCRATICO;P;5;50
15586;MARCHESINI ANGELO;12/11/2012;PARTITO DEMOCRATICO;P;3;30
18313;LO GIUDICE SERGIO;12/11/2012;PARTITO DEMOCRATICO;P;7;70
9181;SANTI RAFFAELLA;12/11/2012;PARTITO DEMOCRATICO;P;6;60
32704;LAMA ROSSELLA;12/11/2012;PARTITO DEMOCRATICO;P;4;40
27410;FERRI MARIARAFFAELLA;12/11/2012;PARTITO DEMOCRATICO;P;7;70
27481;ZACCHIROLI BENEDETTO;12/11/2012;PARTITO DEMOCRATICO;P;6;60
32794;MIGNANI MARIANNA;12/11/2012;PARTITO DEMOCRATICO;P;8;80
22034;GHETTI MAURIZIO;12/11/2012;PARTITO DEMOCRATICO;P;7;70
33977;BENASSI MARZIA;12/11/2012;PARTITO DEMOCRATICO;P;4;40
33978;ERRANI FRANCESCO;12/11/2012;PARTITO DEMOCRATICO;P;7;70
27197;MELEGA CORRADO;12/11/2012;PARTITO DEMOCRATICO;P;7;70
9097;PETRELLA TOMMASO;12/11/2012;PARTITO DEMOCRATICO;P;7;70
33979;LA TORRE CATHY;12/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;10
33980;PIERALISI MIRCO;12/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;5;50
26392;CIPRIANI LORENZO;12/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;4;40
33987;SAZZINI LORENZO;12/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;4;40
32714;CAVIANO PASQUALE;12/11/2012;ITALIA DEI VALORI;P;8;80
21843;LISEI MARCO;12/11/2012;'POPOLO DELLA LIBERTA''';P;8;80
27208;TOMASSINI LORENZO;12/11/2012;'POPOLO DELLA LIBERTA''';P;6;60
32712;FACCI MICHELE;12/11/2012;'POPOLO DELLA LIBERTA''';P;8;80
27997;CASTALDINI VALENT.;12/11/2012;'POPOLO DELLA LIBERTA''';P;5;50
8904;CARELLA DANIELE;12/11/2012;'POPOLO DELLA LIBERTA''';P;7;70
20144;GATTUSO PATRIZIO G.;12/11/2012;'POPOLO DELLA LIBERTA''';P;6;60
32719;BERNARDINI MANES;12/11/2012;LEGA NORD;P;1;10
33981;COCCONCELLI MIRKA;12/11/2012;LEGA NORD;P;8;80
33982;SCARANO PAOLA F.;12/11/2012;LEGA NORD;P;8;80
33983;BORGONZONI LUCIA;12/11/2012;LEGA NORD;P;8;80
33984;BUGANI MASSIMO;12/11/2012;MOVIMENTO 5 STELLE;P;7;70
32861;SALSI FEDERICA;12/11/2012;MOVIMENTO 5 STELLE;P;8;80
33985;PIAZZA MARCO;12/11/2012;MOVIMENTO 5 STELLE;P;8;80
33986;ALDROVANDI STEFANO;12/11/2012;BOLOGNA 2016;P;8;80
32708;TURCI DANIELA;12/11/2012;PARTITO DEMOCRATICO;P;3;30
16863;MEROLA VIRGINIO;15/10/2012;SINDACO;P;0;0
9116;CEVENINI MAURIZIO;15/10/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;15/10/2012;PARTITO DEMOCRATICO;P;13;68
29442;CRITELLI FRANCESCO;15/10/2012;PARTITO DEMOCRATICO;A;0;0
32746;LEMBI SIMONA;15/10/2012;PARTITO DEMOCRATICO;P;15;78
27189;'BARCELO'' LIZANA LEONARDO L.';15/10/2012;PARTITO DEMOCRATICO;P;15;78
15586;MARCHESINI ANGELO;15/10/2012;PARTITO DEMOCRATICO;P;10;52
18313;LO GIUDICE SERGIO;15/10/2012;PARTITO DEMOCRATICO;P;15;78
9181;SANTI RAFFAELLA;15/10/2012;PARTITO DEMOCRATICO;P;11;57
32704;LAMA ROSSELLA;15/10/2012;PARTITO DEMOCRATICO;P;8;42
27410;FERRI MARIARAFFAELLA;15/10/2012;PARTITO DEMOCRATICO;P;15;78
27481;ZACCHIROLI BENEDETTO;15/10/2012;PARTITO DEMOCRATICO;P;13;68
32794;MIGNANI MARIANNA;15/10/2012;PARTITO DEMOCRATICO;P;15;78
22034;GHETTI MAURIZIO;15/10/2012;PARTITO DEMOCRATICO;P;14;73
33977;BENASSI MARZIA;15/10/2012;PARTITO DEMOCRATICO;P;15;78
33978;ERRANI FRANCESCO;15/10/2012;PARTITO DEMOCRATICO;P;13;68
27197;MELEGA CORRADO;15/10/2012;PARTITO DEMOCRATICO;P;13;68
9097;PETRELLA TOMMASO;15/10/2012;PARTITO DEMOCRATICO;P;14;73
33979;LA TORRE CATHY;15/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;14;73
33980;PIERALISI MIRCO;15/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;14;73
26392;CIPRIANI LORENZO;15/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;15;78
33987;SAZZINI LORENZO;15/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;9;47
32714;CAVIANO PASQUALE;15/10/2012;ITALIA DEI VALORI;P;15;78
21843;LISEI MARCO;15/10/2012;'POPOLO DELLA LIBERTA''';P;15;78
27208;TOMASSINI LORENZO;15/10/2012;'POPOLO DELLA LIBERTA''';P;15;78
32712;FACCI MICHELE;15/10/2012;'POPOLO DELLA LIBERTA''';P;15;78
27997;CASTALDINI VALENT.;15/10/2012;'POPOLO DELLA LIBERTA''';P;11;57
8904;CARELLA DANIELE;15/10/2012;'POPOLO DELLA LIBERTA''';P;15;78
20144;GATTUSO PATRIZIO G.;15/10/2012;'POPOLO DELLA LIBERTA''';P;15;78
32719;BERNARDINI MANES;15/10/2012;LEGA NORD;P;10;52
33981;COCCONCELLI MIRKA;15/10/2012;LEGA NORD;P;14;73
33982;SCARANO PAOLA F.;15/10/2012;LEGA NORD;A;0;0
33983;BORGONZONI LUCIA;15/10/2012;LEGA NORD;A;0;0
33984;BUGANI MASSIMO;15/10/2012;MOVIMENTO 5 STELLE;P;14;73
32861;SALSI FEDERICA;15/10/2012;MOVIMENTO 5 STELLE;P;15;78
33985;PIAZZA MARCO;15/10/2012;MOVIMENTO 5 STELLE;P;15;78
33986;ALDROVANDI STEFANO;15/10/2012;BOLOGNA 2016;P;13;68
32708;TURCI DANIELA;15/10/2012;PARTITO DEMOCRATICO;P;12;63
16863;MEROLA VIRGINIO;16/11/2012;SINDACO;A;0;0
9116;CEVENINI MAURIZIO;16/11/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;16/11/2012;PARTITO DEMOCRATICO;P;1;49
29442;CRITELLI FRANCESCO;16/11/2012;PARTITO DEMOCRATICO;P;1;49
32746;LEMBI SIMONA;16/11/2012;PARTITO DEMOCRATICO;P;1;49
27189;'BARCELO'' LIZANA LEONARDO L.';16/11/2012;PARTITO DEMOCRATICO;P;1;49
15586;MARCHESINI ANGELO;16/11/2012;PARTITO DEMOCRATICO;P;0;0
18313;LO GIUDICE SERGIO;16/11/2012;PARTITO DEMOCRATICO;P;1;49
9181;SANTI RAFFAELLA;16/11/2012;PARTITO DEMOCRATICO;P;1;49
32704;LAMA ROSSELLA;16/11/2012;PARTITO DEMOCRATICO;P;0;0
27410;FERRI MARIARAFFAELLA;16/11/2012;PARTITO DEMOCRATICO;P;1;49
27481;ZACCHIROLI BENEDETTO;16/11/2012;PARTITO DEMOCRATICO;P;1;49
32794;MIGNANI MARIANNA;16/11/2012;PARTITO DEMOCRATICO;P;1;49
22034;GHETTI MAURIZIO;16/11/2012;PARTITO DEMOCRATICO;A;0;0
33977;BENASSI MARZIA;16/11/2012;PARTITO DEMOCRATICO;P;1;49
33978;ERRANI FRANCESCO;16/11/2012;PARTITO DEMOCRATICO;A;0;0
27197;MELEGA CORRADO;16/11/2012;PARTITO DEMOCRATICO;A;0;0
9097;PETRELLA TOMMASO;16/11/2012;PARTITO DEMOCRATICO;P;1;49
33979;LA TORRE CATHY;16/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;49
33980;PIERALISI MIRCO;16/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
26392;CIPRIANI LORENZO;16/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;49
33987;SAZZINI LORENZO;16/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;49
32714;CAVIANO PASQUALE;16/11/2012;ITALIA DEI VALORI;P;1;49
21843;LISEI MARCO;16/11/2012;'POPOLO DELLA LIBERTA''';P;1;49
27208;TOMASSINI LORENZO;16/11/2012;'POPOLO DELLA LIBERTA''';P;1;49
32712;FACCI MICHELE;16/11/2012;'POPOLO DELLA LIBERTA''';P;0;0
27997;CASTALDINI VALENT.;16/11/2012;'POPOLO DELLA LIBERTA''';P;0;0
8904;CARELLA DANIELE;16/11/2012;'POPOLO DELLA LIBERTA''';P;1;49
20144;GATTUSO PATRIZIO G.;16/11/2012;'POPOLO DELLA LIBERTA''';P;1;49
32719;BERNARDINI MANES;16/11/2012;LEGA NORD;P;1;49
33981;COCCONCELLI MIRKA;16/11/2012;LEGA NORD;P;1;49
33982;SCARANO PAOLA F.;16/11/2012;LEGA NORD;P;1;49
33983;BORGONZONI LUCIA;16/11/2012;LEGA NORD;P;1;49
33984;BUGANI MASSIMO;16/11/2012;MOVIMENTO 5 STELLE;P;0;0
32861;SALSI FEDERICA;16/11/2012;MOVIMENTO 5 STELLE;P;1;49
33985;PIAZZA MARCO;16/11/2012;MOVIMENTO 5 STELLE;P;1;49
33986;ALDROVANDI STEFANO;16/11/2012;BOLOGNA 2016;P;1;49
32708;TURCI DANIELA;16/11/2012;PARTITO DEMOCRATICO;P;1;49
16863;MEROLA VIRGINIO;19/10/2012;SINDACO;A;0;0
9116;CEVENINI MAURIZIO;19/10/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;19/10/2012;PARTITO DEMOCRATICO;P;1;49
29442;CRITELLI FRANCESCO;19/10/2012;PARTITO DEMOCRATICO;A;0;0
32746;LEMBI SIMONA;19/10/2012;PARTITO DEMOCRATICO;A;0;0
27189;'BARCELO'' LIZANA LEONARDO L.';19/10/2012;PARTITO DEMOCRATICO;P;1;49
15586;MARCHESINI ANGELO;19/10/2012;PARTITO DEMOCRATICO;P;0;0
18313;LO GIUDICE SERGIO;19/10/2012;PARTITO DEMOCRATICO;P;1;49
9181;SANTI RAFFAELLA;19/10/2012;PARTITO DEMOCRATICO;P;0;0
32704;LAMA ROSSELLA;19/10/2012;PARTITO DEMOCRATICO;P;1;49
27410;FERRI MARIARAFFAELLA;19/10/2012;PARTITO DEMOCRATICO;P;1;49
27481;ZACCHIROLI BENEDETTO;19/10/2012;PARTITO DEMOCRATICO;P;0;0
32794;MIGNANI MARIANNA;19/10/2012;PARTITO DEMOCRATICO;P;0;0
22034;GHETTI MAURIZIO;19/10/2012;PARTITO DEMOCRATICO;P;0;0
33977;BENASSI MARZIA;19/10/2012;PARTITO DEMOCRATICO;P;1;49
33978;ERRANI FRANCESCO;19/10/2012;PARTITO DEMOCRATICO;P;1;49
27197;MELEGA CORRADO;19/10/2012;PARTITO DEMOCRATICO;A;0;0
9097;PETRELLA TOMMASO;19/10/2012;PARTITO DEMOCRATICO;P;1;49
33979;LA TORRE CATHY;19/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
33980;PIERALISI MIRCO;19/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
26392;CIPRIANI LORENZO;19/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
33987;SAZZINI LORENZO;19/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;0;0
32714;CAVIANO PASQUALE;19/10/2012;ITALIA DEI VALORI;P;1;49
21843;LISEI MARCO;19/10/2012;'POPOLO DELLA LIBERTA''';P;0;0
27208;TOMASSINI LORENZO;19/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
32712;FACCI MICHELE;19/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
27997;CASTALDINI VALENT.;19/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
8904;CARELLA DANIELE;19/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
20144;GATTUSO PATRIZIO G.;19/10/2012;'POPOLO DELLA LIBERTA''';P;1;49
32719;BERNARDINI MANES;19/10/2012;LEGA NORD;P;0;0
33981;COCCONCELLI MIRKA;19/10/2012;LEGA NORD;P;1;49
33982;SCARANO PAOLA F.;19/10/2012;LEGA NORD;P;1;49
33983;BORGONZONI LUCIA;19/10/2012;LEGA NORD;P;0;0
33984;BUGANI MASSIMO;19/10/2012;MOVIMENTO 5 STELLE;P;1;49
32861;SALSI FEDERICA;19/10/2012;MOVIMENTO 5 STELLE;P;1;49
33985;PIAZZA MARCO;19/10/2012;MOVIMENTO 5 STELLE;P;1;49
33986;ALDROVANDI STEFANO;19/10/2012;BOLOGNA 2016;P;1;49
32708;TURCI DANIELA;19/10/2012;PARTITO DEMOCRATICO;P;0;0
16863;MEROLA VIRGINIO;19/11/2012;SINDACO;P;1;6
9116;CEVENINI MAURIZIO;19/11/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;19/11/2012;PARTITO DEMOCRATICO;P;11;73
29442;CRITELLI FRANCESCO;19/11/2012;PARTITO DEMOCRATICO;P;8;53
32746;LEMBI SIMONA;19/11/2012;PARTITO DEMOCRATICO;P;12;80
27189;'BARCELO'' LIZANA LEONARDO L.';19/11/2012;PARTITO DEMOCRATICO;P;12;80
15586;MARCHESINI ANGELO;19/11/2012;PARTITO DEMOCRATICO;P;8;53
18313;LO GIUDICE SERGIO;19/11/2012;PARTITO DEMOCRATICO;P;12;80
9181;SANTI RAFFAELLA;19/11/2012;PARTITO DEMOCRATICO;P;12;80
32704;LAMA ROSSELLA;19/11/2012;PARTITO DEMOCRATICO;A;0;0
27410;FERRI MARIARAFFAELLA;19/11/2012;PARTITO DEMOCRATICO;P;11;73
27481;ZACCHIROLI BENEDETTO;19/11/2012;PARTITO DEMOCRATICO;P;11;73
32794;MIGNANI MARIANNA;19/11/2012;PARTITO DEMOCRATICO;P;12;80
22034;GHETTI MAURIZIO;19/11/2012;PARTITO DEMOCRATICO;P;9;60
33977;BENASSI MARZIA;19/11/2012;PARTITO DEMOCRATICO;P;12;80
33978;ERRANI FRANCESCO;19/11/2012;PARTITO DEMOCRATICO;P;11;73
27197;MELEGA CORRADO;19/11/2012;PARTITO DEMOCRATICO;P;12;80
9097;PETRELLA TOMMASO;19/11/2012;PARTITO DEMOCRATICO;P;12;80
33979;LA TORRE CATHY;19/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;10;66
33980;PIERALISI MIRCO;19/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;11;73
26392;CIPRIANI LORENZO;19/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;11;73
33987;SAZZINI LORENZO;19/11/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;3;20
32714;CAVIANO PASQUALE;19/11/2012;ITALIA DEI VALORI;P;12;80
21843;LISEI MARCO;19/11/2012;'POPOLO DELLA LIBERTA''';P;12;80
27208;TOMASSINI LORENZO;19/11/2012;'POPOLO DELLA LIBERTA''';P;4;26
32712;FACCI MICHELE;19/11/2012;'POPOLO DELLA LIBERTA''';P;12;80
27997;CASTALDINI VALENT.;19/11/2012;'POPOLO DELLA LIBERTA''';P;10;66
8904;CARELLA DANIELE;19/11/2012;'POPOLO DELLA LIBERTA''';P;12;80
20144;GATTUSO PATRIZIO G.;19/11/2012;'POPOLO DELLA LIBERTA''';P;4;26
32719;BERNARDINI MANES;19/11/2012;LEGA NORD;P;11;73
33981;COCCONCELLI MIRKA;19/11/2012;LEGA NORD;P;12;80
33982;SCARANO PAOLA F.;19/11/2012;LEGA NORD;P;12;80
33983;BORGONZONI LUCIA;19/11/2012;LEGA NORD;P;11;73
33984;BUGANI MASSIMO;19/11/2012;MOVIMENTO 5 STELLE;P;12;80
32861;SALSI FEDERICA;19/11/2012;MOVIMENTO 5 STELLE;P;11;73
33985;PIAZZA MARCO;19/11/2012;MOVIMENTO 5 STELLE;P;11;73
33986;ALDROVANDI STEFANO;19/11/2012;BOLOGNA 2016;P;11;73
32708;TURCI DANIELA;19/11/2012;PARTITO DEMOCRATICO;P;3;20
16863;MEROLA VIRGINIO;22/10/2012;SINDACO;A;0;0
9116;CEVENINI MAURIZIO;22/10/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;22/10/2012;PARTITO DEMOCRATICO;P;6;69
29442;CRITELLI FRANCESCO;22/10/2012;PARTITO DEMOCRATICO;P;6;69
32746;LEMBI SIMONA;22/10/2012;PARTITO DEMOCRATICO;P;7;80
27189;'BARCELO'' LIZANA LEONARDO L.';22/10/2012;PARTITO DEMOCRATICO;P;7;80
15586;MARCHESINI ANGELO;22/10/2012;PARTITO DEMOCRATICO;P;5;57
18313;LO GIUDICE SERGIO;22/10/2012;PARTITO DEMOCRATICO;P;6;69
9181;SANTI RAFFAELLA;22/10/2012;PARTITO DEMOCRATICO;A;0;0
32704;LAMA ROSSELLA;22/10/2012;PARTITO DEMOCRATICO;A;0;0
27410;FERRI MARIARAFFAELLA;22/10/2012;PARTITO DEMOCRATICO;P;6;69
27481;ZACCHIROLI BENEDETTO;22/10/2012;PARTITO DEMOCRATICO;P;5;57
32794;MIGNANI MARIANNA;22/10/2012;PARTITO DEMOCRATICO;P;6;69
22034;GHETTI MAURIZIO;22/10/2012;PARTITO DEMOCRATICO;P;7;80
33977;BENASSI MARZIA;22/10/2012;PARTITO DEMOCRATICO;P;7;80
33978;ERRANI FRANCESCO;22/10/2012;PARTITO DEMOCRATICO;P;6;69
27197;MELEGA CORRADO;22/10/2012;PARTITO DEMOCRATICO;P;6;69
9097;PETRELLA TOMMASO;22/10/2012;PARTITO DEMOCRATICO;P;6;69
33979;LA TORRE CATHY;22/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;2;23
33980;PIERALISI MIRCO;22/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;6;69
26392;CIPRIANI LORENZO;22/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;6;69
33987;SAZZINI LORENZO;22/10/2012;CON AMELIA PER BOLOGNA CON VENDOLA;P;1;11
32714;CAVIANO PASQUALE;22/10/2012;ITALIA DEI VALORI;P;7;80
21843;LISEI MARCO;22/10/2012;'POPOLO DELLA LIBERTA''';P;6;69
27208;TOMASSINI LORENZO;22/10/2012;'POPOLO DELLA LIBERTA''';P;7;80
32712;FACCI MICHELE;22/10/2012;'POPOLO DELLA LIBERTA''';P;6;69
27997;CASTALDINI VALENT.;22/10/2012;'POPOLO DELLA LIBERTA''';P;3;34
8904;CARELLA DANIELE;22/10/2012;'POPOLO DELLA LIBERTA''';P;7;80
20144;GATTUSO PATRIZIO G.;22/10/2012;'POPOLO DELLA LIBERTA''';P;4;46
32719;BERNARDINI MANES;22/10/2012;LEGA NORD;P;3;34
33981;COCCONCELLI MIRKA;22/10/2012;LEGA NORD;P;7;80
33982;SCARANO PAOLA F.;22/10/2012;LEGA NORD;P;7;80
33983;BORGONZONI LUCIA;22/10/2012;LEGA NORD;P;6;69
33984;BUGANI MASSIMO;22/10/2012;MOVIMENTO 5 STELLE;P;7;80
32861;SALSI FEDERICA;22/10/2012;MOVIMENTO 5 STELLE;P;5;57
33985;PIAZZA MARCO;22/10/2012;MOVIMENTO 5 STELLE;P;7;80
33986;ALDROVANDI STEFANO;22/10/2012;BOLOGNA 2016;P;4;46
32708;TURCI DANIELA;22/10/2012;PARTITO DEMOCRATICO;P;5;57
16863;MEROLA VIRGINIO;23/11/2012;SINDACO;A;0;0
9116;CEVENINI MAURIZIO;23/11/2012;PARTITO DEMOCRATICO;A;0;0
9076;MAZZANTI CLAUDIO;23/11/2012;PARTITO DEMOCRATICO;P;0;0
29442;CRITELLI FRANCESCO;23/11/2012;PARTITO DEMOCRATICO;P;1;49
32746;LEMBI SIMONA;23/11/2012;PARTITO DEMOCRATICO;P;1;49
27189;'BARCELO'' LIZANA LEONARDO L.';23/11/2012;PARTITO DEMOCRATICO;P;1;49
15586;MARCHESINI ANGELO;23/11/2012;PARTITO DEMOCRATICO;P;1;49
18313;LO GIUDICE SERGIO;23/11/2012;PARTITO DEMOCRATICO;P;1;49
9181;SANTI RAFFAELLA;23/11/2012;PARTITO DEMOCRATICO;P;1;49
32704;LAMA ROSSELLA;23/11/2012;PARTITO DEMOCRATICO;P;0;0
27410;FERRI MARIARAFFAELLA;23/11/2012;PARTITO DEMOCRATICO;A;0;0
27481;ZACCHIROLI BENEDETTO;23/11/2012;PARTITO DEMOCRATICO;P;0;0
32794;MIGNANI MARIANNA;23/11/2012;PARTITO DEMOCRATICO;P;1;49
22034;GHETTI MAURIZIO;23/11/2012;PARTITO DEMOCRATICO;P;0;0
33977;BENASSI MARZIA;23/11/2012;PARTITO DEMOCRATICO;P;1;49
33978;ERRANI FRANCESCO;23/11/2012;PARTITO DEMOCRATICO;P;1;49
27197;MELEGA CORRADO;23/11/2012;PARTITO DEMOCRATICO;P;1;49
