Progressivo;Nominativo;Data Seduta;Gruppo Politico;Presenza;Num.Votazioni;Percentuale presenza alle votazioni
"32714";"CAVIANO PASQUALE";01/06/2012;"ITALIA DEI VALORI";"A";0;0  
"21843";"LISEI MARCO";01/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27208";"TOMASSINI LORENZO";01/06/2012;"POPOLO DELLA LIBERTA'";"A";0;0  
"32712";"FACCI MICHELE";01/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27997";"CASTALDINI VALENT.";01/06/2012;"POPOLO DELLA LIBERTA'";"P";0;0  
"8904";"CARELLA DANIELE";01/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"20144";"GATTUSO PATRIZIO G.";01/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32719";"BERNARDINI MANES";01/06/2012;"LEGA NORD";"A";0;0  
"33981";"COCCONCELLI MIRKA";01/06/2012;"LEGA NORD";"P";0;0  
"33982";"SCARANO PAOLA F.";01/06/2012;"LEGA NORD";"P";1;49 
"33983";"BORGONZONI LUCIA";01/06/2012;"LEGA NORD";"P";1;49 
"33984";"BUGANI MASSIMO";01/06/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"32861";"SALSI FEDERICA";01/06/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33985";"PIAZZA MARCO";01/06/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33986";"ALDROVANDI STEFANO";01/06/2012;"BOLOGNA 2016";"P";1;49 
"32708";"TURCI DANIELA";01/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"16863";"MEROLA VIRGINIO";02/04/2012;"SINDACO";"P";0;0  
"9116";"CEVENINI MAURIZIO";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"9076";"MAZZANTI CLAUDIO";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"29442";"CRITELLI FRANCESCO";02/04/2012;"PARTITO DEMOCRATICO";"P";52;44 
"32746";"LEMBI SIMONA";02/04/2012;"PARTITO DEMOCRATICO";"P";51;43 
"27189";"BARCELO' LIZANA LEONARDO L.";02/04/2012;"PARTITO DEMOCRATICO";"A";0;0  
"15586";"MARCHESINI ANGELO";02/04/2012;"PARTITO DEMOCRATICO";"P";52;44 
"18313";"LO GIUDICE SERGIO";02/04/2012;"PARTITO DEMOCRATICO";"P";52;44 
"9181";"SANTI RAFFAELLA";02/04/2012;"PARTITO DEMOCRATICO";"P";51;43 
"32704";"LAMA ROSSELLA";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"27410";"FERRI MARIARAFFAELLA";02/04/2012;"PARTITO DEMOCRATICO";"P";52;44 
"27481";"ZACCHIROLI BENEDETTO";02/04/2012;"PARTITO DEMOCRATICO";"P";19;16 
"32794";"MIGNANI MARIANNA";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"22034";"GHETTI MAURIZIO";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"33977";"BENASSI MARZIA";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"33978";"ERRANI FRANCESCO";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"27197";"MELEGA CORRADO";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"9097";"PETRELLA TOMMASO";02/04/2012;"PARTITO DEMOCRATICO";"P";53;45 
"33979";"LA TORRE CATHY";02/04/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";52;44 
"33980";"PIERALISI MIRCO";02/04/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";53;45 
"26392";"CIPRIANI LORENZO";02/04/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";52;44 
"33987";"SAZZINI LORENZO";02/04/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";52;44 
"32714";"CAVIANO PASQUALE";02/04/2012;"ITALIA DEI VALORI";"P";53;45 
"21843";"LISEI MARCO";02/04/2012;"POPOLO DELLA LIBERTA'";"P";52;44 
"27208";"TOMASSINI LORENZO";02/04/2012;"POPOLO DELLA LIBERTA'";"P";51;43 
"32712";"FACCI MICHELE";02/04/2012;"POPOLO DELLA LIBERTA'";"P";1;0  
"27997";"CASTALDINI VALENT.";02/04/2012;"POPOLO DELLA LIBERTA'";"P";53;45 
"8904";"CARELLA DANIELE";02/04/2012;"POPOLO DELLA LIBERTA'";"P";53;45 
"20144";"GATTUSO PATRIZIO G.";02/04/2012;"POPOLO DELLA LIBERTA'";"P";53;45 
"32719";"BERNARDINI MANES";02/04/2012;"LEGA NORD";"P";8;6  
"33981";"COCCONCELLI MIRKA";02/04/2012;"LEGA NORD";"P";52;44 
"33982";"SCARANO PAOLA F.";02/04/2012;"LEGA NORD";"P";50;42 
"33983";"BORGONZONI LUCIA";02/04/2012;"LEGA NORD";"P";52;44 
"33984";"BUGANI MASSIMO";02/04/2012;"MOVIMENTO 5 STELLE";"P";53;45 
"32861";"SALSI FEDERICA";02/04/2012;"MOVIMENTO 5 STELLE";"P";53;45 
"33985";"PIAZZA MARCO";02/04/2012;"MOVIMENTO 5 STELLE";"P";53;45 
"33986";"ALDROVANDI STEFANO";02/04/2012;"BOLOGNA 2016";"P";53;45 
"32708";"TURCI DANIELA";02/04/2012;"PARTITO DEMOCRATICO";"A";0;0  
"16863";"MEROLA VIRGINIO";02/05/2012;"SINDACO";"A";0;0  
"9116";"CEVENINI MAURIZIO";02/05/2012;"PARTITO DEMOCRATICO";"P";1;10 
"9076";"MAZZANTI CLAUDIO";02/05/2012;"PARTITO DEMOCRATICO";"P";5;50 
"29442";"CRITELLI FRANCESCO";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"32746";"LEMBI SIMONA";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"27189";"BARCELO' LIZANA LEONARDO L.";02/05/2012;"PARTITO DEMOCRATICO";"P";7;70 
"15586";"MARCHESINI ANGELO";02/05/2012;"PARTITO DEMOCRATICO";"P";5;50 
"18313";"LO GIUDICE SERGIO";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"9181";"SANTI RAFFAELLA";02/05/2012;"PARTITO DEMOCRATICO";"P";5;50 
"32704";"LAMA ROSSELLA";02/05/2012;"PARTITO DEMOCRATICO";"P";5;50 
"27410";"FERRI MARIARAFFAELLA";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"27481";"ZACCHIROLI BENEDETTO";02/05/2012;"PARTITO DEMOCRATICO";"P";7;70 
"32794";"MIGNANI MARIANNA";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"22034";"GHETTI MAURIZIO";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"33977";"BENASSI MARZIA";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"33978";"ERRANI FRANCESCO";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"27197";"MELEGA CORRADO";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"9097";"PETRELLA TOMMASO";02/05/2012;"PARTITO DEMOCRATICO";"P";8;80 
"33979";"LA TORRE CATHY";02/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";6;60 
"33980";"PIERALISI MIRCO";02/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";7;70 
"26392";"CIPRIANI LORENZO";02/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";8;80 
"33987";"SAZZINI LORENZO";02/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";5;50 
"32714";"CAVIANO PASQUALE";02/05/2012;"ITALIA DEI VALORI";"P";8;80 
"21843";"LISEI MARCO";02/05/2012;"POPOLO DELLA LIBERTA'";"P";5;50 
"27208";"TOMASSINI LORENZO";02/05/2012;"POPOLO DELLA LIBERTA'";"P";8;80 
"32712";"FACCI MICHELE";02/05/2012;"POPOLO DELLA LIBERTA'";"P";8;80 
"27997";"CASTALDINI VALENT.";02/05/2012;"POPOLO DELLA LIBERTA'";"P";8;80 
"8904";"CARELLA DANIELE";02/05/2012;"POPOLO DELLA LIBERTA'";"P";8;80 
"20144";"GATTUSO PATRIZIO G.";02/05/2012;"POPOLO DELLA LIBERTA'";"P";5;50 
"32719";"BERNARDINI MANES";02/05/2012;"LEGA NORD";"P";7;70 
"33981";"COCCONCELLI MIRKA";02/05/2012;"LEGA NORD";"P";6;60 
"33982";"SCARANO PAOLA F.";02/05/2012;"LEGA NORD";"P";8;80 
"33983";"BORGONZONI LUCIA";02/05/2012;"LEGA NORD";"P";8;80 
"33984";"BUGANI MASSIMO";02/05/2012;"MOVIMENTO 5 STELLE";"P";8;80 
"32861";"SALSI FEDERICA";02/05/2012;"MOVIMENTO 5 STELLE";"P";8;80 
"33985";"PIAZZA MARCO";02/05/2012;"MOVIMENTO 5 STELLE";"P";8;80 
"33986";"ALDROVANDI STEFANO";02/05/2012;"BOLOGNA 2016";"P";7;70 
"32708";"TURCI DANIELA";02/05/2012;"PARTITO DEMOCRATICO";"A";0;0  
"16863";"MEROLA VIRGINIO";04/05/2012;"SINDACO";"A";0;0  
"9116";"CEVENINI MAURIZIO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9076";"MAZZANTI CLAUDIO";04/05/2012;"PARTITO DEMOCRATICO";"P";0;0  
"29442";"CRITELLI FRANCESCO";04/05/2012;"PARTITO DEMOCRATICO";"A";0;0  
"32746";"LEMBI SIMONA";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27189";"BARCELO' LIZANA LEONARDO L.";04/05/2012;"PARTITO DEMOCRATICO";"P";0;0  
"15586";"MARCHESINI ANGELO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"18313";"LO GIUDICE SERGIO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9181";"SANTI RAFFAELLA";04/05/2012;"PARTITO DEMOCRATICO";"P";0;0  
"32704";"LAMA ROSSELLA";04/05/2012;"PARTITO DEMOCRATICO";"P";0;0  
"27410";"FERRI MARIARAFFAELLA";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27481";"ZACCHIROLI BENEDETTO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32794";"MIGNANI MARIANNA";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"22034";"GHETTI MAURIZIO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33977";"BENASSI MARZIA";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33978";"ERRANI FRANCESCO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27197";"MELEGA CORRADO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"9097";"PETRELLA TOMMASO";04/05/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33979";"LA TORRE CATHY";04/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;0  
"33980";"PIERALISI MIRCO";04/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"26392";"CIPRIANI LORENZO";04/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"33987";"SAZZINI LORENZO";04/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;0  
"32714";"CAVIANO PASQUALE";04/05/2012;"ITALIA DEI VALORI";"P";1;49 
"21843";"LISEI MARCO";04/05/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27208";"TOMASSINI LORENZO";04/05/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32712";"FACCI MICHELE";04/05/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27997";"CASTALDINI VALENT.";04/05/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"8904";"CARELLA DANIELE";04/05/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"20144";"GATTUSO PATRIZIO G.";04/05/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32719";"BERNARDINI MANES";04/05/2012;"LEGA NORD";"P";0;0  
"33981";"COCCONCELLI MIRKA";04/05/2012;"LEGA NORD";"P";1;49 
"33982";"SCARANO PAOLA F.";04/05/2012;"LEGA NORD";"P";1;49 
"33983";"BORGONZONI LUCIA";04/05/2012;"LEGA NORD";"P";1;49 
"33984";"BUGANI MASSIMO";04/05/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"32861";"SALSI FEDERICA";04/05/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33985";"PIAZZA MARCO";04/05/2012;"MOVIMENTO 5 STELLE";"P";1;49 
"33986";"ALDROVANDI STEFANO";04/05/2012;"BOLOGNA 2016";"P";1;49 
"32708";"TURCI DANIELA";04/05/2012;"PARTITO DEMOCRATICO";"A";0;0  
"16863";"MEROLA VIRGINIO";04/06/2012;"SINDACO";"P";0;0  
"9116";"CEVENINI MAURIZIO";04/06/2012;"PARTITO DEMOCRATICO";"A";0;0  
"9076";"MAZZANTI CLAUDIO";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"29442";"CRITELLI FRANCESCO";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"32746";"LEMBI SIMONA";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"27189";"BARCELO' LIZANA LEONARDO L.";04/06/2012;"PARTITO DEMOCRATICO";"P";9;66 
"15586";"MARCHESINI ANGELO";04/06/2012;"PARTITO DEMOCRATICO";"P";8;58 
"18313";"LO GIUDICE SERGIO";04/06/2012;"PARTITO DEMOCRATICO";"P";10;73 
"9181";"SANTI RAFFAELLA";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"32704";"LAMA ROSSELLA";04/06/2012;"PARTITO DEMOCRATICO";"P";10;73 
"27410";"FERRI MARIARAFFAELLA";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"27481";"ZACCHIROLI BENEDETTO";04/06/2012;"PARTITO DEMOCRATICO";"P";8;58 
"32794";"MIGNANI MARIANNA";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"22034";"GHETTI MAURIZIO";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"33977";"BENASSI MARZIA";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"33978";"ERRANI FRANCESCO";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"27197";"MELEGA CORRADO";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"9097";"PETRELLA TOMMASO";04/06/2012;"PARTITO DEMOCRATICO";"P";11;80 
"33979";"LA TORRE CATHY";04/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";3;22 
"33980";"PIERALISI MIRCO";04/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";11;80 
"26392";"CIPRIANI LORENZO";04/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;7  
"33987";"SAZZINI LORENZO";04/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";9;66 
"32714";"CAVIANO PASQUALE";04/06/2012;"ITALIA DEI VALORI";"P";10;73 
"21843";"LISEI MARCO";04/06/2012;"POPOLO DELLA LIBERTA'";"P";7;51 
"27208";"TOMASSINI LORENZO";04/06/2012;"POPOLO DELLA LIBERTA'";"P";11;80 
"32712";"FACCI MICHELE";04/06/2012;"POPOLO DELLA LIBERTA'";"P";0;0  
"27997";"CASTALDINI VALENT.";04/06/2012;"POPOLO DELLA LIBERTA'";"P";8;58 
"8904";"CARELLA DANIELE";04/06/2012;"POPOLO DELLA LIBERTA'";"P";11;80 
"20144";"GATTUSO PATRIZIO G.";04/06/2012;"POPOLO DELLA LIBERTA'";"P";9;66 
"32719";"BERNARDINI MANES";04/06/2012;"LEGA NORD";"P";10;73 
"33981";"COCCONCELLI MIRKA";04/06/2012;"LEGA NORD";"P";10;73 
"33982";"SCARANO PAOLA F.";04/06/2012;"LEGA NORD";"P";11;80 
"33983";"BORGONZONI LUCIA";04/06/2012;"LEGA NORD";"P";11;80 
"33984";"BUGANI MASSIMO";04/06/2012;"MOVIMENTO 5 STELLE";"P";10;73 
"32861";"SALSI FEDERICA";04/06/2012;"MOVIMENTO 5 STELLE";"P";10;73 
"33985";"PIAZZA MARCO";04/06/2012;"MOVIMENTO 5 STELLE";"P";11;80 
"33986";"ALDROVANDI STEFANO";04/06/2012;"BOLOGNA 2016";"P";4;29 
"32708";"TURCI DANIELA";04/06/2012;"PARTITO DEMOCRATICO";"P";8;58 
"16863";"MEROLA VIRGINIO";07/05/2012;"SINDACO";"A";0;0  
"9116";"CEVENINI MAURIZIO";07/05/2012;"PARTITO DEMOCRATICO";"P";13;79 
"9076";"MAZZANTI CLAUDIO";07/05/2012;"PARTITO DEMOCRATICO";"P";11;67 
"29442";"CRITELLI FRANCESCO";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"32746";"LEMBI SIMONA";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"27189";"BARCELO' LIZANA LEONARDO L.";07/05/2012;"PARTITO DEMOCRATICO";"P";13;79 
"15586";"MARCHESINI ANGELO";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"18313";"LO GIUDICE SERGIO";07/05/2012;"PARTITO DEMOCRATICO";"P";13;79 
"9181";"SANTI RAFFAELLA";07/05/2012;"PARTITO DEMOCRATICO";"A";0;0  
"32704";"LAMA ROSSELLA";07/05/2012;"PARTITO DEMOCRATICO";"P";8;49 
"27410";"FERRI MARIARAFFAELLA";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"27481";"ZACCHIROLI BENEDETTO";07/05/2012;"PARTITO DEMOCRATICO";"P";5;30 
"32794";"MIGNANI MARIANNA";07/05/2012;"PARTITO DEMOCRATICO";"P";13;79 
"22034";"GHETTI MAURIZIO";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"33977";"BENASSI MARZIA";07/05/2012;"PARTITO DEMOCRATICO";"P";13;79 
"33978";"ERRANI FRANCESCO";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"27197";"MELEGA CORRADO";07/05/2012;"PARTITO DEMOCRATICO";"P";13;79 
"9097";"PETRELLA TOMMASO";07/05/2012;"PARTITO DEMOCRATICO";"P";12;73 
"33979";"LA TORRE CATHY";07/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";12;73 
"33980";"PIERALISI MIRCO";07/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";11;67 
"26392";"CIPRIANI LORENZO";07/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";13;79 
"33987";"SAZZINI LORENZO";07/05/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";5;30 
"32714";"CAVIANO PASQUALE";07/05/2012;"ITALIA DEI VALORI";"P";13;79 
"21843";"LISEI MARCO";07/05/2012;"POPOLO DELLA LIBERTA'";"P";13;79 
"27208";"TOMASSINI LORENZO";07/05/2012;"POPOLO DELLA LIBERTA'";"P";10;61 
"32712";"FACCI MICHELE";07/05/2012;"POPOLO DELLA LIBERTA'";"P";12;73 
"27997";"CASTALDINI VALENT.";07/05/2012;"POPOLO DELLA LIBERTA'";"P";9;55 
"8904";"CARELLA DANIELE";07/05/2012;"POPOLO DELLA LIBERTA'";"P";13;79 
"20144";"GATTUSO PATRIZIO G.";07/05/2012;"POPOLO DELLA LIBERTA'";"P";3;18 
"32719";"BERNARDINI MANES";07/05/2012;"LEGA NORD";"P";5;30 
"33981";"COCCONCELLI MIRKA";07/05/2012;"LEGA NORD";"P";13;79 
"33982";"SCARANO PAOLA F.";07/05/2012;"LEGA NORD";"P";13;79 
"33983";"BORGONZONI LUCIA";07/05/2012;"LEGA NORD";"P";13;79 
"33984";"BUGANI MASSIMO";07/05/2012;"MOVIMENTO 5 STELLE";"P";13;79 
"32861";"SALSI FEDERICA";07/05/2012;"MOVIMENTO 5 STELLE";"P";13;79 
"33985";"PIAZZA MARCO";07/05/2012;"MOVIMENTO 5 STELLE";"P";11;67 
"33986";"ALDROVANDI STEFANO";07/05/2012;"BOLOGNA 2016";"P";13;79 
"32708";"TURCI DANIELA";07/05/2012;"PARTITO DEMOCRATICO";"A";0;0  
"16863";"MEROLA VIRGINIO";08/06/2012;"SINDACO";"P";0;0  
"9116";"CEVENINI MAURIZIO";08/06/2012;"PARTITO DEMOCRATICO";"A";0;0  
"9076";"MAZZANTI CLAUDIO";08/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"29442";"CRITELLI FRANCESCO";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32746";"LEMBI SIMONA";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27189";"BARCELO' LIZANA LEONARDO L.";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"15586";"MARCHESINI ANGELO";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"18313";"LO GIUDICE SERGIO";08/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"9181";"SANTI RAFFAELLA";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32704";"LAMA ROSSELLA";08/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"27410";"FERRI MARIARAFFAELLA";08/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"27481";"ZACCHIROLI BENEDETTO";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"32794";"MIGNANI MARIANNA";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"22034";"GHETTI MAURIZIO";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33977";"BENASSI MARZIA";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33978";"ERRANI FRANCESCO";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"27197";"MELEGA CORRADO";08/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"9097";"PETRELLA TOMMASO";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"33979";"LA TORRE CATHY";08/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;0  
"33980";"PIERALISI MIRCO";08/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"A";0;0  
"26392";"CIPRIANI LORENZO";08/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";1;49 
"33987";"SAZZINI LORENZO";08/06/2012;"CON AMELIA PER BOLOGNA CON VENDOLA";"P";0;0  
"32714";"CAVIANO PASQUALE";08/06/2012;"ITALIA DEI VALORI";"P";1;49 
"21843";"LISEI MARCO";08/06/2012;"POPOLO DELLA LIBERTA'";"P";0;0  
"27208";"TOMASSINI LORENZO";08/06/2012;"POPOLO DELLA LIBERTA'";"P";0;0  
"32712";"FACCI MICHELE";08/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"27997";"CASTALDINI VALENT.";08/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"8904";"CARELLA DANIELE";08/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"20144";"GATTUSO PATRIZIO G.";08/06/2012;"POPOLO DELLA LIBERTA'";"P";1;49 
"32719";"BERNARDINI MANES";08/06/2012;"LEGA NORD";"P";1;49 
"33981";"COCCONCELLI MIRKA";08/06/2012;"LEGA NORD";"P";1;49 
"33982";"SCARANO PAOLA F.";08/06/2012;"LEGA NORD";"P";1;49 
"33983";"BORGONZONI LUCIA";08/06/2012;"LEGA NORD";"P";1;49 
"33984";"BUGANI MASSIMO";08/06/2012;"MOVIMENTO 5 STELLE";"P";0;0  
"32861";"SALSI FEDERICA";08/06/2012;"MOVIMENTO 5 STELLE";"P";0;0  
"33985";"PIAZZA MARCO";08/06/2012;"MOVIMENTO 5 STELLE";"A";0;0  
"33986";"ALDROVANDI STEFANO";08/06/2012;"BOLOGNA 2016";"P";0;0  
"32708";"TURCI DANIELA";08/06/2012;"PARTITO DEMOCRATICO";"P";1;49 
"16863";"MEROLA VIRGINIO";11/06/2012;"SINDACO";"A";0;0  
"9116";"CEVENINI MAURIZIO";11/06/2012;"PARTITO DEMOCRATICO";"A";0;0  
"9076";"MAZZANTI CLAUDIO";11/06/2012;"PARTITO DEMOCRATICO";"P";6;60 
"29442";"CRITELLI FRANCESCO";11/06/2012;"PARTITO DEMOCRATICO";"P";7;70 
"32746";"LEMBI SIMONA";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"27189";"BARCELO' LIZANA LEONARDO L.";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"15586";"MARCHESINI ANGELO";11/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"18313";"LO GIUDICE SERGIO";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"9181";"SANTI RAFFAELLA";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"32704";"LAMA ROSSELLA";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"27410";"FERRI MARIARAFFAELLA";11/06/2012;"PARTITO DEMOCRATICO";"P";7;70 
"27481";"ZACCHIROLI BENEDETTO";11/06/2012;"PARTITO DEMOCRATICO";"P";0;0  
"32794";"MIGNANI MARIANNA";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"22034";"GHETTI MAURIZIO";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"33977";"BENASSI MARZIA";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"33978";"ERRANI FRANCESCO";11/06/2012;"PARTITO DEMOCRATICO";"P";8;80 
"27197";"MELEGA CORRADO";11/06/2012;"PARTITO DEMOCRATICO";"P";4;40 
