Progressivo,Data,Presenza,Votazioni,Percentuale
33987,2012-10-29,P,7,56
32714,2012-10-29,P,10,80
21843,2012-10-29,P,10,80
27208,2012-10-29,P,9,72
32712,2012-10-29,P,9,72
27997,2012-10-29,P,9,72
8904,2012-10-29,P,10,80
20144,2012-10-29,P,10,80
32719,2012-10-29,P,8,64
33981,2012-10-29,P,10,80
33982,2012-10-29,P,10,80
33983,2012-10-29,P,10,80
33984,2012-10-29,P,10,80
32861,2012-10-29,P,9,72
33985,2012-10-29,P,9,72
33986,2012-10-29,A,0,0
32708,2012-10-29,P,6,48
16863,2012-11-30,A,0,0
9116,2012-11-30,A,0,0
9076,2012-11-30,P,1,49
29442,2012-11-30,P,0,0
32746,2012-11-30,P,1,49
27189,2012-11-30,P,1,49
15586,2012-11-30,P,1,49
18313,2012-11-30,P,0,0
9181,2012-11-30,P,1,49
32704,2012-11-30,P,0,0
27410,2012-11-30,P,1,49
27481,2012-11-30,P,1,49
32794,2012-11-30,P,1,49
22034,2012-11-30,P,1,49
33977,2012-11-30,P,1,49
33978,2012-11-30,P,1,49
27197,2012-11-30,P,1,49
9097,2012-11-30,P,1,49
33979,2012-11-30,P,0,0
33980,2012-11-30,P,1,49
26392,2012-11-30,P,1,49
33987,2012-11-30,P,1,49
32714,2012-11-30,P,0,0
21843,2012-11-30,P,1,49
27208,2012-11-30,P,1,49
32712,2012-11-30,P,1,49
27997,2012-11-30,P,1,49
8904,2012-11-30,P,1,49
20144,2012-11-30,P,1,49
32719,2012-11-30,A,0,0
33981,2012-11-30,P,1,49
33982,2012-11-30,P,1,49
33983,2012-11-30,P,1,49
33984,2012-11-30,P,1,49
32861,2012-11-30,P,1,49
33985,2012-11-30,P,1,49
33986,2012-11-30,P,1,49
32708,2012-11-30,P,1,49
16863,2012-07-02,P,0,0
9076,2012-07-02,P,6,54
29442,2012-07-02,P,8,72
32746,2012-07-02,P,9,81
27189,2012-07-02,P,9,81
15586,2012-07-02,P,2,18
18313,2012-07-02,P,9,81
9181,2012-07-02,P,3,27
32704,2012-07-02,P,6,54
27410,2012-07-02,A,0,0
27481,2012-07-02,A,0,0
32794,2012-07-02,P,9,81
22034,2012-07-02,P,9,81
33977,2012-07-02,P,9,81
33978,2012-07-02,P,9,81
27197,2012-07-02,P,9,81
9097,2012-07-02,P,9,81
33979,2012-07-02,P,3,27
33980,2012-07-02,P,7,63
26392,2012-07-02,P,7,63
33987,2012-07-02,P,7,63
32714,2012-07-02,P,9,81
21843,2012-07-02,P,0,0
27208,2012-07-02,P,9,81
32712,2012-07-02,P,6,54
27997,2012-07-02,P,4,36
8904,2012-07-02,P,9,81
20144,2012-07-02,P,4,36
32719,2012-07-02,P,6,54
33981,2012-07-02,P,9,81
33982,2012-07-02,P,9,81
33983,2012-07-02,P,9,81
33984,2012-07-02,P,8,72
32861,2012-07-02,P,8,72
33985,2012-07-02,P,9,81
33986,2012-07-02,P,7,63
32708,2012-07-02,P,5,45
16863,2012-09-03,P,0,0
9076,2012-09-03,P,2,48
29442,2012-09-03,A,0,0
32746,2012-09-03,P,3,72
27189,2012-09-03,P,3,72
15586,2012-09-03,P,1,24
18313,2012-09-03,P,2,48
9181,2012-09-03,P,2,48
32704,2012-09-03,P,1,24
27410,2012-09-03,P,3,72
27481,2012-09-03,P,3,72
32794,2012-09-03,P,3,72
22034,2012-09-03,P,3,72
33977,2012-09-03,P,3,72
33978,2012-09-03,P,3,72
27197,2012-09-03,A,0,0
9097,2012-09-03,P,3,72
33979,2012-09-03,P,1,24
33980,2012-09-03,P,2,48
26392,2012-09-03,P,3,72
33987,2012-09-03,P,3,72
32714,2012-09-03,P,3,72
21843,2012-09-03,P,3,72
27208,2012-09-03,P,3,72
32712,2012-09-03,A,0,0
27997,2012-09-03,P,2,48
8904,2012-09-03,P,3,72
20144,2012-09-03,P,3,72
32719,2012-09-03,P,0,0
33981,2012-09-03,P,3,72
33982,2012-09-03,P,3,72
33983,2012-09-03,P,3,72
33984,2012-09-03,P,1,24
32861,2012-09-03,P,2,48
33985,2012-09-03,P,1,24
33986,2012-09-03,P,3,72
32708,2012-09-03,P,2,48
16863,2012-07-06,A,0,0
9076,2012-07-06,P,1,49
29442,2012-07-06,P,1,49
32746,2012-07-06,A,0,0
27189,2012-07-06,P,1,49
15586,2012-07-06,P,1,49
18313,2012-07-06,P,1,49
9181,2012-07-06,P,0,0
32704,2012-07-06,P,0,0
27410,2012-07-06,A,0,0
27481,2012-07-06,P,0,0
32794,2012-07-06,P,0,0
22034,2012-07-06,A,0,0
33977,2012-07-06,P,1,49
33978,2012-07-06,P,0,0
27197,2012-07-06,P,1,49
9097,2012-07-06,P,1,49
33979,2012-07-06,A,0,0
33980,2012-07-06,P,0,0
26392,2012-07-06,A,0,0
33987,2012-07-06,P,1,49
32714,2012-07-06,P,1,49
21843,2012-07-06,P,0,0
27208,2012-07-06,P,1,49
32712,2012-07-06,P,1,49
27997,2012-07-06,A,0,0
8904,2012-07-06,P,1,49
20144,2012-07-06,P,1,49
32719,2012-07-06,P,0,0
33981,2012-07-06,P,1,49
33982,2012-07-06,P,1,49
33983,2012-07-06,P,0,0
33984,2012-07-06,P,0,0
32861,2012-07-06,P,0,0
33985,2012-07-06,P,1,49
33986,2012-07-06,A,0,0
32708,2012-07-06,A,0,0
16863,2012-09-07,A,0,0
9076,2012-09-07,P,1,49
29442,2012-09-07,P,1,49
32746,2012-09-07,P,1,49
27189,2012-09-07,P,1,49
15586,2012-09-07,P,1,49
18313,2012-09-07,P,1,49
9181,2012-09-07,P,1,49
32704,2012-09-07,P,0,0
27410,2012-09-07,P,1,49
27481,2012-09-07,P,1,49
32794,2012-09-07,P,1,49
22034,2012-09-07,P,1,49
33977,2012-09-07,P,0,0
33978,2012-09-07,P,1,49
27197,2012-09-07,A,0,0
9097,2012-09-07,P,1,49
33979,2012-09-07,P,0,0
33980,2012-09-07,P,1,49
26392,2012-09-07,A,0,0
33987,2012-09-07,A,0,0
32714,2012-09-07,A,0,0
21843,2012-09-07,P,1,49
27208,2012-09-07,P,1,49
32712,2012-09-07,P,1,49
27997,2012-09-07,P,0,0
8904,2012-09-07,P,1,49
20144,2012-09-07,P,1,49
32719,2012-09-07,P,1,49
33981,2012-09-07,P,1,49
33982,2012-09-07,P,1,49
33983,2012-09-07,P,1,49
33984,2012-09-07,A,0,0
32861,2012-09-07,P,0,0
33985,2012-09-07,P,1,49
33986,2012-09-07,A,0,0
32708,2012-09-07,P,1,49
16863,2012-07-09,P,0,0
9076,2012-07-09,P,11,73
29442,2012-07-09,P,6,40
32746,2012-07-09,P,12,80
27189,2012-07-09,P,12,80
15586,2012-07-09,P,11,73
18313,2012-07-09,P,11,73
9181,2012-07-09,P,10,66
32704,2012-07-09,P,8,53
27410,2012-07-09,P,11,73
27481,2012-07-09,P,11,73
32794,2012-07-09,P,6,40
22034,2012-07-09,P,12,80
33977,2012-07-09,P,12,80
33978,2012-07-09,P,12,80
27197,2012-07-09,P,11,73
9097,2012-07-09,A,0,0
33979,2012-07-09,P,7,46
33980,2012-07-09,P,9,60
26392,2012-07-09,P,5,33
33987,2012-07-09,P,6,40
32714,2012-07-09,P,8,53
21843,2012-07-09,P,11,73
27208,2012-07-09,P,12,80
32712,2012-07-09,P,6,40
27997,2012-07-09,P,5,33
8904,2012-07-09,P,12,80
20144,2012-07-09,P,11,73
32719,2012-07-09,P,5,33
33981,2012-07-09,P,12,80
33982,2012-07-09,P,12,80
33983,2012-07-09,P,11,73
33984,2012-07-09,P,12,80
32861,2012-07-09,P,11,73
33985,2012-07-09,P,12,80
33986,2012-07-09,P,5,33
32708,2012-07-09,P,5,33
16863,2012-09-10,A,0,0
9076,2012-09-10,P,11,73
29442,2012-09-10,P,11,73
32746,2012-09-10,P,12,80
27189,2012-09-10,P,12,80
15586,2012-09-10,P,11,73
18313,2012-09-10,P,12,80
9181,2012-09-10,P,7,46
32704,2012-09-10,P,9,60
27410,2012-09-10,P,12,80
27481,2012-09-10,P,10,66
32794,2012-09-10,P,12,80
22034,2012-09-10,P,12,80
33977,2012-09-10,P,12,80
33978,2012-09-10,P,11,73
27197,2012-09-10,P,12,80
9097,2012-09-10,P,12,80
33979,2012-09-10,P,12,80
33980,2012-09-10,P,10,66
26392,2012-09-10,P,10,66
33987,2012-09-10,P,12,80
32714,2012-09-10,P,11,73
21843,2012-09-10,P,11,73
27208,2012-09-10,P,12,80
32712,2012-09-10,P,11,73
27997,2012-09-10,P,11,73
8904,2012-09-10,P,12,80
20144,2012-09-10,P,8,53
32719,2012-09-10,P,8,53
33981,2012-09-10,P,11,73
33982,2012-09-10,P,9,60
33983,2012-09-10,P,11,73
33984,2012-09-10,P,11,73
32861,2012-09-10,P,12,80
33985,2012-09-10,P,12,80
33986,2012-09-10,P,11,73
32708,2012-09-10,P,7,46
16863,2012-07-13,A,0,0
9076,2012-07-13,P,1,49
29442,2012-07-13,P,1,49
32746,2012-07-13,P,1,49
27189,2012-07-13,P,0,0
15586,2012-07-13,P,1,49
18313,2012-07-13,P,1,49
9181,2012-07-13,P,0,0
32704,2012-07-13,P,1,49
27410,2012-07-13,A,0,0
27481,2012-07-13,P,1,49
32794,2012-07-13,P,1,49
22034,2012-07-13,P,0,0
33977,2012-07-13,P,1,49
33978,2012-07-13,P,1,49
27197,2012-07-13,A,0,0
9097,2012-07-13,A,0,0
33979,2012-07-13,P,0,0
33980,2012-07-13,A,0,0
26392,2012-07-13,P,0,0
33987,2012-07-13,A,0,0
32714,2012-07-13,P,1,49
21843,2012-07-13,P,0,0
27208,2012-07-13,P,1,49
32712,2012-07-13,P,1,49
27997,2012-07-13,A,0,0
8904,2012-07-13,P,1,49
20144,2012-07-13,P,1,49
32719,2012-07-13,P,1,49
33981,2012-07-13,P,1,49
33982,2012-07-13,P,1,49
33983,2012-07-13,P,0,0
33984,2012-07-13,P,0,0
32861,2012-07-13,P,1,49
33985,2012-07-13,P,1,49
33986,2012-07-13,A,0,0
32708,2012-07-13,A,0,0
16863,2012-09-14,A,0,0
9076,2012-09-14,P,0,0
29442,2012-09-14,P,1,49
32746,2012-09-14,P,1,49
27189,2012-09-14,P,1,49
15586,2012-09-14,P,1,49
18313,2012-09-14,P,0,0
9181,2012-09-14,P,0,0
32704,2012-09-14,P,0,0
27410,2012-09-14,A,0,0
27481,2012-09-14,P,1,49
32794,2012-09-14,P,0,0
22034,2012-09-14,P,0,0
33977,2012-09-14,P,1,49
33978,2012-09-14,P,1,49
27197,2012-09-14,P,0,0
9097,2012-09-14,P,1,49
33979,2012-09-14,A,0,0
33980,2012-09-14,P,1,49
26392,2012-09-14,P,1,49
33987,2012-09-14,P,1,49
32714,2012-09-14,P,1,49
21843,2012-09-14,P,0,0
27208,2012-09-14,P,1,49
32712,2012-09-14,P,1,49
27997,2012-09-14,P,1,49
8904,2012-09-14,P,1,49
20144,2012-09-14,P,0,0
32719,2012-09-14,P,1,49
33981,2012-09-14,P,1,49
33982,2012-09-14,P,0,0
33983,2012-09-14,P,0,0
33984,2012-09-14,P,0,0
32861,2012-09-14,A,0,0
33985,2012-09-14,P,1,49
33986,2012-09-14,A,0,0
32708,2012-09-14,P,0,0
16863,2012-07-16,P,7,22
9076,2012-07-16,P,22,69
29442,2012-07-16,P,23,72
32746,2012-07-16,P,21,66
27189,2012-07-16,P,23,72
15586,2012-07-16,P,2,6
18313,2012-07-16,P,22,69
9181,2012-07-16,P,15,47
32704,2012-07-16,P,21,66
27410,2012-07-16,P,23,72
27481,2012-07-16,P,5,15
32794,2012-07-16,P,23,72
22034,2012-07-16,P,16,50
33977,2012-07-16,P,23,72
33978,2012-07-16,A,0,0
27197,2012-07-16,P,23,72
9097,2012-07-16,A,0,0
33979,2012-07-16,P,9,28
33980,2012-07-16,P,20,63
26392,2012-07-16,P,16,50
33987,2012-07-16,P,17,53
32714,2012-07-16,P,21,66
21843,2012-07-16,P,22,69
27208,2012-07-16,P,17,53
32712,2012-07-16,P,21,66
27997,2012-07-16,P,19,60
8904,2012-07-16,P,23,72
20144,2012-07-16,P,17,53
32719,2012-07-16,P,3,9
33981,2012-07-16,P,23,72
33982,2012-07-16,P,23,72
33983,2012-07-16,P,21,66
33984,2012-07-16,P,23,72
32861,2012-07-16,P,22,69
33985,2012-07-16,P,23,72
33986,2012-07-16,P,15,47
32708,2012-07-16,P,20,63
16863,2012-09-17,A,0,0
9076,2012-09-17,P,5,33
29442,2012-09-17,P,11,73
32746,2012-09-17,P,6,40
27189,2012-09-17,P,12,80
15586,2012-09-17,P,5,33
18313,2012-09-17,P,11,73
9181,2012-09-17,P,5,33
32704,2012-09-17,P,4,26
27410,2012-09-17,P,12,80
27481,2012-09-17,P,11,73
32794,2012-09-17,P,12,80
22034,2012-09-17,P,12,80
33977,2012-09-17,P,11,73
33978,2012-09-17,P,10,66
27197,2012-09-17,P,12,80
9097,2012-09-17,P,12,80
33979,2012-09-17,P,4,26
33980,2012-09-17,P,12,80
26392,2012-09-17,P,8,53
33987,2012-09-17,P,4,26
32714,2012-09-17,P,9,60
21843,2012-09-17,P,8,53
27208,2012-09-17,P,9,60
32712,2012-09-17,P,6,40
27997,2012-09-17,P,6,40
8904,2012-09-17,P,12,80
20144,2012-09-17,P,12,80
32719,2012-09-17,A,0,0
33981,2012-09-17,P,11,73
33982,2012-09-17,P,8,53
33983,2012-09-17,P,8,53
33984,2012-09-17,P,4,26
32861,2012-09-17,P,11,73
33985,2012-09-17,P,11,73
33986,2012-09-17,P,8,53
32708,2012-09-17,P,11,73
16863,2012-07-20,A,0,0
9076,2012-07-20,P,1,49
29442,2012-07-20,P,1,49
32746,2012-07-20,P,1,49
27189,2012-07-20,P,1,49
15586,2012-07-20,P,0,0
18313,2012-07-20,P,0,0
9181,2012-07-20,P,0,0
32704,2012-07-20,P,0,0
27410,2012-07-20,P,0,0
27481,2012-07-20,P,1,49
32794,2012-07-20,P,1,49
22034,2012-07-20,P,1,49
33977,2012-07-20,A,0,0
33978,2012-07-20,A,0,0
27197,2012-07-20,P,1,49
9097,2012-07-20,A,0,0
33979,2012-07-20,P,0,0
33980,2012-07-20,P,1,49
26392,2012-07-20,P,1,49
33987,2012-07-20,A,0,0
32714,2012-07-20,P,1,49
21843,2012-07-20,P,0,0
27208,2012-07-20,P,1,49
32712,2012-07-20,P,1,49
27997,2012-07-20,P,1,49
8904,2012-07-20,P,1,49
20144,2012-07-20,P,1,49
32719,2012-07-20,P,0,0
33981,2012-07-20,P,1,49
33982,2012-07-20,P,1,49
33983,2012-07-20,P,0,0
33984,2012-07-20,P,0,0
32861,2012-07-20,P,0,0
33985,2012-07-20,A,0,0
33986,2012-07-20,A,0,0
32708,2012-07-20,A,0,0
16863,2012-09-21,A,0,0
9076,2012-09-21,P,1,49
29442,2012-09-21,P,1,49
32746,2012-09-21,P,1,49
27189,2012-09-21,P,1,49
15586,2012-09-21,P,1,49
18313,2012-09-21,P,0,0
9181,2012-09-21,P,0,0
32704,2012-09-21,P,0,0
27410,2012-09-21,P,0,0
27481,2012-09-21,P,0,0
32794,2012-09-21,P,0,0
22034,2012-09-21,P,1,49
33977,2012-09-21,P,0,0
33978,2012-09-21,P,0,0
27197,2012-09-21,P,1,49
9097,2012-09-21,P,1,49
33979,2012-09-21,P,0,0
33980,2012-09-21,P,1,49
26392,2012-09-21,P,1,49
33987,2012-09-21,P,1,49
32714,2012-09-21,P,1,49
21843,2012-09-21,P,1,49
27208,2012-09-21,P,0,0
32712,2012-09-21,P,1,49
27997,2012-09-21,P,1,49
8904,2012-09-21,P,1,49
20144,2012-09-21,P,1,49
32719,2012-09-21,P,0,0
33981,2012-09-21,A,0,0
33982,2012-09-21,P,1,49
33983,2012-09-21,A,0,0
33984,2012-09-21,P,0,0
32861,2012-09-21,P,0,0
33985,2012-09-21,P,1,49
33986,2012-09-21,A,0,0
32708,2012-09-21,P,0,0
16863,2012-07-23,P,8,36
9076,2012-07-23,P,16,72
29442,2012-07-23,P,15,68
32746,2012-07-23,P,16,72
27189,2012-07-23,P,17,77
15586,2012-07-23,P,17,77
18313,2012-07-23,P,17,77
9181,2012-07-23,P,15,68
32704,2012-07-23,P,17,77
27410,2012-07-23,P,17,77
27481,2012-07-23,P,12,54
32794,2012-07-23,P,17,77
22034,2012-07-23,P,16,72
33977,2012-07-23,P,16,72
33978,2012-07-23,P,17,77
27197,2012-07-23,P,17,77
9097,2012-07-23,P,17,77
33979,2012-07-23,P,17,77
33980,2012-07-23,P,17,77
26392,2012-07-23,P,17,77
33987,2012-07-23,P,17,77
32714,2012-07-23,P,9,41
21843,2012-07-23,P,17,77
27208,2012-07-23,P,17,77
32712,2012-07-23,P,17,77
27997,2012-07-23,P,14,63
8904,2012-07-23,P,17,77
20144,2012-07-23,P,17,77
32719,2012-07-23,P,11,50
33981,2012-07-23,P,16,72
33982,2012-07-23,P,17,77
33983,2012-07-23,P,17,77
33984,2012-07-23,P,17,77
32861,2012-07-23,P,16,72
33985,2012-07-23,P,16,72
33986,2012-07-23,P,13,59
32708,2012-07-23,A,0,0
16863,2012-09-24,A,0,0
9076,2012-09-24,P,8,49
29442,2012-09-24,P,10,61
32746,2012-09-24,P,10,61
27189,2012-09-24,P,12,73
15586,2012-09-24,P,9,55
18313,2012-09-24,P,13,79
9181,2012-09-24,P,12,73
32704,2012-09-24,P,4,24
27410,2012-09-24,P,12,73
27481,2012-09-24,P,11,67
32794,2012-09-24,P,13,79
22034,2012-09-24,P,12,73
33977,2012-09-24,P,13,79
33978,2012-09-24,P,11,67
27197,2012-09-24,P,13,79
9097,2012-09-24,P,13,79
33979,2012-09-24,P,7,43
33980,2012-09-24,P,11,67
26392,2012-09-24,P,10,61
33987,2012-09-24,P,12,73
32714,2012-09-24,P,13,79
21843,2012-09-24,P,12,73
27208,2012-09-24,P,10,61
32712,2012-09-24,P,13,79
27997,2012-09-24,P,8,49
8904,2012-09-24,P,12,73
20144,2012-09-24,P,10,61
32719,2012-09-24,P,12,73
33981,2012-09-24,P,12,73
33982,2012-09-24,P,12,73
33983,2012-09-24,P,8,49
33984,2012-09-24,P,11,67
32861,2012-09-24,P,12,73
33985,2012-09-24,P,11,67
33986,2012-09-24,P,11,67
32708,2012-09-24,P,6,36
16863,2012-07-27,A,0,0
9076,2012-07-27,P,1,49
29442,2012-07-27,P,1,49
32746,2012-07-27,P,1,49
27189,2012-07-27,P,1,49
15586,2012-07-27,P,0,0
18313,2012-07-27,P,1,49
9181,2012-07-27,P,0,0
32704,2012-07-27,P,1,49
27410,2012-07-27,A,0,0
27481,2012-07-27,P,1,49
32794,2012-07-27,P,0,0
22034,2012-07-27,P,0,0
33977,2012-07-27,P,0,0
33978,2012-07-27,P,1,49
27197,2012-07-27,P,0,0
9097,2012-07-27,A,0,0
33979,2012-07-27,A,0,0
33980,2012-07-27,P,0,0
26392,2012-07-27,A,0,0
33987,2012-07-27,P,1,49
32714,2012-07-27,P,1,49
21843,2012-07-27,P,1,49
27208,2012-07-27,P,0,0
32712,2012-07-27,A,0,0
27997,2012-07-27,A,0,0
8904,2012-07-27,P,1,49
20144,2012-07-27,P,1,49
32719,2012-07-27,A,0,0
33981,2012-07-27,P,0,0
33982,2012-07-27,P,1,49
33983,2012-07-27,P,0,0
33984,2012-07-27,A,0,0
32861,2012-07-27,P,0,0
33985,2012-07-27,P,0,0
33986,2012-07-27,A,0,0
32708,2012-07-27,P,0,0
16863,2012-07-30,A,0,0
9076,2012-07-30,P,19,71
29442,2012-07-30,P,13,48
32746,2012-07-30,P,17,63
27189,2012-07-30,P,20,75
15586,2012-07-30,A,0,0
18313,2012-07-30,P,20,75
9181,2012-07-30,A,0,0
32704,2012-07-30,P,19,71
27410,2012-07-30,P,18,67
27481,2012-07-30,P,16,60
32794,2012-07-30,P,20,75
22034,2012-07-30,P,20,75
33977,2012-07-30,P,19,71
33978,2012-07-30,P,19,71
27197,2012-07-30,P,20,75
9097,2012-07-30,P,20,75
33979,2012-07-30,P,7,26
33980,2012-07-30,P,18,67
26392,2012-07-30,P,9,33
33987,2012-07-30,P,17,63
32714,2012-07-30,P,19,71
21843,2012-07-30,P,18,67
27208,2012-07-30,P,16,60
32712,2012-07-30,P,16,60
27997,2012-07-30,P,13,48
8904,2012-07-30,P,20,75
20144,2012-07-30,P,7,26
32719,2012-07-30,A,0,0
33981,2012-07-30,P,20,75
33982,2012-07-30,P,20,75
33983,2012-07-30,P,20,75
33984,2012-07-30,P,19,71
32861,2012-07-30,P,19,71
33985,2012-07-30,P,20,75
33986,2012-07-30,P,17,63
32708,2012-07-30,P,17,63
16863,2012-06-01,A,0,0
9076,2012-06-01,P,1,49
29442,2012-06-01,P,1,49
32746,2012-06-01,P,1,49
27189,2012-06-01,P,1,49
15586,2012-06-01,P,0,0
18313,2012-06-01,A,0,0
9181,2012-06-01,P,1,49
32704,2012-06-01,A,0,0
27410,2012-06-01,P,1,49
27481,2012-06-01,P,0,0
32794,2012-06-01,A,0,0
22034,2012-06-01,P,1,49
33977,2012-06-01,P,1,49
33978,2012-06-01,P,1,49
27197,2012-06-01,A,0,0
9097,2012-06-01,P,1,49
33979,2012-06-01,P,0,0
33980,2012-06-01,P,1,49
26392,2012-06-01,P,0,0
33987,2012-06-01,P,0,0
32714,2012-06-01,A,0,0
21843,2012-06-01,P,1,49
27208,2012-06-01,A,0,0
32712,2012-06-01,P,1,49
27997,2012-06-01,P,0,0
8904,2012-06-01,P,1,49
20144,2012-06-01,P,1,49
32719,2012-06-01,A,0,0
33981,2012-06-01,P,0,0
33982,2012-06-01,P,1,49
33983,2012-06-01,P,1,49
33984,2012-06-01,P,1,49
32861,2012-06-01,P,1,49
33985,2012-06-01,P,1,49
33986,2012-06-01,P,1,49
32708,2012-06-01,P,1,49
16863,2012-04-02,P,0,0
9116,2012-04-02,P,53,45
9076,2012-04-02,P,53,45
29442,2012-04-02,P,52,44
32746,2012-04-02,P,51,43
27189,2012-04-02,A,0,0
15586,2012-04-02,P,52,44
18313,2012-04-02,P,52,44
9181,2012-04-02,P,51,43
32704,2012-04-02,P,53,45
27410,2012-04-02,P,52,44
27481,2012-04-02,P,19,16
32794,2012-04-02,P,53,45
22034,2012-04-02,P,53,45
33977,2012-04-02,P,53,45
33978,2012-04-02,P,53,45
27197,2012-04-02,P,53,45
9097,2012-04-02,P,53,45
33979,2012-04-02,P,52,44
33980,2012-04-02,P,53,45
26392,2012-04-02,P,52,44
33987,2012-04-02,P,52,44
32714,2012-04-02,P,53,45
21843,2012-04-02,P,52,44
27208,2012-04-02,P,51,43
32712,2012-04-02,P,1,0
27997,2012-04-02,P,53,45
8904,2012-04-02,P,53,45
20144,2012-04-02,P,53,45
32719,2012-04-02,P,8,6
33981,2012-04-02,P,52,44
33982,2012-04-02,P,50,42
33983,2012-04-02,P,52,44
33984,2012-04-02,P,53,45
32861,2012-04-02,P,53,45
33985,2012-04-02,P,53,45
33986,2012-04-02,P,53,45
32708,2012-04-02,A,0,0
16863,2012-05-02,A,0,0
9116,2012-05-02,P,1,10
9076,2012-05-02,P,5,50
29442,2012-05-02,P,8,80
32746,2012-05-02,P,8,80
27189,2012-05-02,P,7,70
15586,2012-05-02,P,5,50
18313,2012-05-02,P,8,80
9181,2012-05-02,P,5,50
32704,2012-05-02,P,5,50
27410,2012-05-02,P,8,80
27481,2012-05-02,P,7,70
32794,2012-05-02,P,8,80
22034,2012-05-02,P,8,80
33977,2012-05-02,P,8,80
33978,2012-05-02,P,8,80
27197,2012-05-02,P,8,80
9097,2012-05-02,P,8,80
33979,2012-05-02,P,6,60
33980,2012-05-02,P,7,70
26392,2012-05-02,P,8,80
33987,2012-05-02,P,5,50
32714,2012-05-02,P,8,80
21843,2012-05-02,P,5,50
27208,2012-05-02,P,8,80
32712,2012-05-02,P,8,80
27997,2012-05-02,P,8,80
8904,2012-05-02,P,8,80
20144,2012-05-02,P,5,50
32719,2012-05-02,P,7,70
33981,2012-05-02,P,6,60
33982,2012-05-02,P,8,80
33983,2012-05-02,P,8,80
33984,2012-05-02,P,8,80
32861,2012-05-02,P,8,80
33985,2012-05-02,P,8,80
33986,2012-05-02,P,7,70
32708,2012-05-02,A,0,0
16863,2012-05-04,A,0,0
9116,2012-05-04,P,1,49
9076,2012-05-04,P,0,0
29442,2012-05-04,A,0,0
32746,2012-05-04,P,1,49
27189,2012-05-04,P,0,0
15586,2012-05-04,P,1,49
18313,2012-05-04,P,1,49
9181,2012-05-04,P,0,0
32704,2012-05-04,P,0,0
27410,2012-05-04,P,1,49
27481,2012-05-04,P,1,49
32794,2012-05-04,P,1,49
22034,2012-05-04,P,1,49
33977,2012-05-04,P,1,49
33978,2012-05-04,P,1,49
27197,2012-05-04,P,1,49
9097,2012-05-04,P,1,49
33979,2012-05-04,P,0,0
33980,2012-05-04,P,1,49
26392,2012-05-04,P,1,49
33987,2012-05-04,P,0,0
32714,2012-05-04,P,1,49
21843,2012-05-04,P,1,49
27208,2012-05-04,P,1,49
32712,2012-05-04,P,1,49
27997,2012-05-04,P,1,49
8904,2012-05-04,P,1,49
20144,2012-05-04,P,1,49
32719,2012-05-04,P,0,0
33981,2012-05-04,P,1,49
33982,2012-05-04,P,1,49
33983,2012-05-04,P,1,49
33984,2012-05-04,P,1,49
32861,2012-05-04,P,1,49
33985,2012-05-04,P,1,49
33986,2012-05-04,P,1,49
32708,2012-05-04,A,0,0
16863,2012-06-04,P,0,0
9116,2012-06-04,A,0,0
9076,2012-06-04,P,11,80
29442,2012-06-04,P,11,80
32746,2012-06-04,P,11,80
27189,2012-06-04,P,9,66
15586,2012-06-04,P,8,58
18313,2012-06-04,P,10,73
9181,2012-06-04,P,11,80
32704,2012-06-04,P,10,73
27410,2012-06-04,P,11,80
27481,2012-06-04,P,8,58
32794,2012-06-04,P,11,80
22034,2012-06-04,P,11,80
33977,2012-06-04,P,11,80
33978,2012-06-04,P,11,80
27197,2012-06-04,P,11,80
9097,2012-06-04,P,11,80
33979,2012-06-04,P,3,22
33980,2012-06-04,P,11,80
26392,2012-06-04,P,1,7
33987,2012-06-04,P,9,66
32714,2012-06-04,P,10,73
21843,2012-06-04,P,7,51
27208,2012-06-04,P,11,80
32712,2012-06-04,P,0,0
27997,2012-06-04,P,8,58
8904,2012-06-04,P,11,80
20144,2012-06-04,P,9,66
32719,2012-06-04,P,10,73
33981,2012-06-04,P,10,73
33982,2012-06-04,P,11,80
33983,2012-06-04,P,11,80
33984,2012-06-04,P,10,73
32861,2012-06-04,P,10,73
33985,2012-06-04,P,11,80
33986,2012-06-04,P,4,29
32708,2012-06-04,P,8,58
16863,2012-05-07,A,0,0
9116,2012-05-07,P,13,79
9076,2012-05-07,P,11,67
29442,2012-05-07,P,12,73
32746,2012-05-07,P,12,73
27189,2012-05-07,P,13,79
15586,2012-05-07,P,12,73
18313,2012-05-07,P,13,79
9181,2012-05-07,A,0,0
32704,2012-05-07,P,8,49
27410,2012-05-07,P,12,73
27481,2012-05-07,P,5,30
32794,2012-05-07,P,13,79
22034,2012-05-07,P,12,73
33977,2012-05-07,P,13,79
33978,2012-05-07,P,12,73
27197,2012-05-07,P,13,79
9097,2012-05-07,P,12,73
33979,2012-05-07,P,12,73
33980,2012-05-07,P,11,67
26392,2012-05-07,P,13,79
33987,2012-05-07,P,5,30
32714,2012-05-07,P,13,79
21843,2012-05-07,P,13,79
27208,2012-05-07,P,10,61
32712,2012-05-07,P,12,73
27997,2012-05-07,P,9,55
8904,2012-05-07,P,13,79
20144,2012-05-07,P,3,18
32719,2012-05-07,P,5,30
33981,2012-05-07,P,13,79
33982,2012-05-07,P,13,79
33983,2012-05-07,P,13,79
33984,2012-05-07,P,13,79
32861,2012-05-07,P,13,79
33985,2012-05-07,P,11,67
33986,2012-05-07,P,13,79
